FEI Number,Legal Name,City,State,Zip,Country/Area,Fiscal Year,Inspection ID,Posted Citations,Inspection End Date,Classification,Project Area,Product Type,FMD-145 Date
3011742779,Seattle Sperm Bank LLC,Tempe,Arizona,85281,United States,2021,1148522,No,08/04/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016690508,"Right Cell, LLC",Sandy,Utah,84070,United States,2021,1147809,Yes,08/03/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014745310,Gen5 Fertility Center,San Diego,California,92121,United States,2021,1149770,No,08/03/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015417637,"American Fertility Medical Center - Genetic Infertility & Andrology Laboratory, Inc.",Irvine,California,92618,United States,2021,1147861,No,08/02/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015136858,VRL Eurofins,San Ramon,California,94583,United States,2021,1148670,No,08/02/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015335677,Stony Brook Community Medical PC - Island Fertility,Commack,New York,11725,United States,2021,1147466,Yes,07/30/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015174203,Re-Gen Active Lab Inc,Irving,Texas,75038,United States,2021,1147426,Yes,07/28/2021,Official Action Indicated (OAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013157033,KLEB Inc,Louisville,Kentucky,40202,United States,2021,1148296,No,07/28/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007950315,"Evologics, LLC",San Antonio,Texas,78240,United States,2021,1147505,Yes,07/27/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1077605,Medic Inc,Knoxville,Tennessee,37921,United States,2021,1148368,Yes,07/27/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013789505,Reproductive Medicine Associates of Florida,Lake Mary,Florida,32746,United States,2021,1148509,No,07/27/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1220948,"LeMaitre Vascular, Inc.",Burlington,Massachusetts,01803,United States,2021,1148251,No,07/26/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010763792,"TelaGen, LLC",Tallahassee,Florida,32308,United States,2021,1148068,No,07/23/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015542130,Nutek Bravo LLC,Hayward,California,94545,United States,2021,1147798,No,07/22/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004355298,"Stem Cell Cryo Bank, LLC / SFBMSCTI",Boynton Beach,Florida,33437,United States,2021,1147032,No,07/21/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014250051,CGG Medical Inc,Tallahassee,Florida,32309,United States,2021,1147263,Yes,07/21/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1270016,Brigham And Women's Hospital,Boston,Massachusetts,02115,United States,2021,1148014,No,07/21/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003936967,Rocky Mountain Center for Reproductive Medicine,Fort Collins,Colorado,80524,United States,2021,1151636,No,07/21/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011006339,Cooper Institute,Houston,Texas,77074,United States,2021,1146456,Yes,07/19/2021,Official Action Indicated (OAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014858933,Shady Grove Fertility,Fredericksburg,Virginia,22401,United States,2021,1147675,No,07/19/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005668083,Women's Fertility and Health Center,Rockville,Maryland,20850,United States,2021,1148838,No,07/19/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3071347,Bloodworks,Seattle,Washington,98104,United States,2021,1146276,Yes,07/16/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2129896,"PPD Development, L.P.",Middleton,Wisconsin,53562,United States,2021,1146503,No,07/16/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015975398,"SGF Tampa Bay, LLC",Brandon,Florida,33511,United States,2021,1148483,No,07/15/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015173692,Ohio Fertility Providers LLC,Cincinnati,Ohio,45209,United States,2021,1146178,No,07/14/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004513908,"A&M Endeavors, LLC",Winter Park,Florida,32792,United States,2021,1146643,Yes,07/14/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016710818,Birth Tissue Donor Services of Tennessee,Clarksville,Tennessee,37043,United States,2021,1146962,No,07/14/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015934000,American Fertility Services,Greenwich,Connecticut,06830,United States,2021,1147278,No,07/14/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015983093,Carilion Clinic Reproductive Medicine and Fertility,Roanoke,Virginia,24016,United States,2021,1147377,No,07/14/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014286823,"Birth Biologic, LLC",Stilwell,Kansas,66085,United States,2021,1148003,No,07/14/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005357288,CorneaGen Inc.,Winston Salem,North Carolina,27101,United States,2021,1149011,No,07/14/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016700592,Conceptions Fertility Center,Provo,Utah,84604,United States,2021,1146079,Yes,07/13/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015926974,LabCorp Indiana Inc.,South Bend,Indiana,46601,United States,2021,1146186,Yes,07/13/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013695833,"CryoChoice, LLC",Brookhaven,Georgia,30329,United States,2021,1148422,No,07/13/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012839551,"North Texas Male Infertility Center, P.A.",Frisco,Texas,75034,United States,2021,1146034,No,07/09/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004557352,We Are Sharing Hope SC,West Columbia,South Carolina,29169,United States,2021,1146213,No,07/09/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012838752,Allen Reproductive Center,Mckinney,Texas,75070,United States,2021,1146028,No,07/07/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718051,Upstate New York Transplant Services Inc,Buffalo,New York,14221,United States,2021,1145185,Yes,07/01/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016738772,South Texas Blood and Tissue Center (University),San Antonio,Texas,78229,United States,2021,1145743,No,06/30/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014452504,Dallas Fort Worth Center for Fertility and IVF,Allen,Texas,75013,United States,2021,1145997,No,06/30/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004201548,Falls Tech Inc.,Wichita Falls,Texas,76301,United States,2021,1145154,Yes,06/29/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000215344,DCI Donor Services,Albuquerque,New Mexico,87102,United States,2021,1145969,No,06/25/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000100754,Aziyo Biologics Inc,Richmond,California,94804,United States,2021,1145973,No,06/25/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1372068,Albany Medical Center Hospital,Albany,New York,12208,United States,2021,1146669,No,06/24/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012983541,"Novartis Gene Therapies, Inc.",Libertyville,Illinois,60048,United States,2021,1144535,Yes,06/16/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010630953,"Seattle Reproductive Medicine, Inc., P.S.",Spokane Valley,Washington,99216,United States,2021,1144555,No,06/16/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008287343,The New York Fertility Center,Flushing,New York,11355,United States,2021,1144125,Yes,06/15/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004841580,GREFI,Ponce,Puerto Rico,00780,United States,2021,1145211,No,06/14/2021,Official Action Indicated (OAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012879844,"Gondra, Maria M, M.D., FACOG",Phoenix,Arizona,85050,United States,2021,1143414,No,06/03/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013528403,VCU Health System Reproductive Medicine and IVF,Richmond,Virginia,23235,United States,2021,1143572,No,05/28/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003947406,"IVF Laboratories of Nashville, LLC",Nashville,Tennessee,37203,United States,2021,1142863,No,05/27/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015342364,Eurofins Donor & Product Testing Inc Cincinnati,Cincinnati,Ohio,45202,United States,2021,1142539,No,05/24/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006164588,Fertility Center of San Antonio,San Antonio,Texas,78229,United States,2021,1142713,Yes,05/24/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006201627,Williams OB/GYN & Associates,San Dimas,California,91773,United States,2021,1142919,Yes,05/24/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003941314,Arizona Reproductive Medicine Specialists,Phoenix,Arizona,85016,United States,2021,1142365,No,05/18/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016678430,Seattle Reproductive Medicine Inc P.S.,Everett,Washington,98204,United States,2021,1142344,No,05/13/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004731564,The New Hope Center For Reproductive Medicine,Virginia Beach,Virginia,23452,United States,2021,1142467,No,05/12/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016045025,"Embryo Connections, LLC",Denver,Colorado,80211,United States,2021,1146057,No,05/10/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016363808,Endow Tissue LLC,Carrollton,Texas,75006,United States,2021,1141432,Yes,05/05/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016012877,Harvest IVF Lab Inc.,Arcadia,California,91007,United States,2021,1141325,No,04/28/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011692533,SURGENEX LLC,Scottsdale,Arizona,85260,United States,2021,1140292,Yes,04/16/2021,Official Action Indicated (OAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003941306,MFF LLC,Scottsdale,Arizona,85260,United States,2021,1140539,No,04/12/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005081370,Louisville Reproductive Center,Louisville,Kentucky,40207,United States,2021,1139891,Yes,04/08/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3017102645,Inovi Fertility and Genetics Institute,Houston,Texas,77046,United States,2021,1140457,No,04/05/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011482299,Bloom Reproductive Institute,Scottsdale,Arizona,85258,United States,2021,1140637,No,04/02/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009085684,"Westlake IVF, LLC",Austin,Texas,78746,United States,2021,1137433,Yes,04/01/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005374803,Reproductive Endocrine Center Sperm Physiology Lab,Orange,Connecticut,06477,United States,2021,1137606,No,03/24/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004627484,Southwest Fertility Center,Phoenix,Arizona,85018,United States,2021,1136819,Yes,03/16/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014737434,Shady Grove Fertility,Richmond,Virginia,23229,United States,2021,1137070,No,03/10/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009744960,"Smart Surgical, Inc",Boise,Idaho,83705,United States,2021,1136326,Yes,03/05/2021,Official Action Indicated (OAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009687539,Caribbean Dental Products Corp.,Bayamon,Puerto Rico,00959,United States,2021,1136355,Yes,03/04/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718051,Upstate New York Transplant Services Inc,Buffalo,New York,14221,United States,2021,1136961,No,02/24/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003929738,Reproductive Medicine Associates Of Connecticut,Norwalk,Connecticut,06851,United States,2021,1136119,No,02/23/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015535143,Gemini Mountain Medical LLC,Englewood,Colorado,80112,United States,2021,1139855,No,02/17/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006324653,Home Orthopedics Corp,San Juan,Puerto Rico,00918,United States,2021,1136170,No,02/05/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004561638,"International Cryogenics, Inc.",Royal Oak,Michigan,48073,United States,2021,1135493,No,01/21/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003490413,New York Blood Center Enterprises,Melville,New York,11747,United States,2021,1132683,Yes,11/09/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016690650,Marcus Rosencrantz MD A Professional Corporation,Laguna Hills,California,92653,United States,2021,1132939,No,10/26/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000974212,Repro Lab,New York,New York,10016,United States,2021,1131538,Yes,10/16/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005073828,California IVF Fertility Center,Sacramento,California,95833,United States,2021,1130984,Yes,10/07/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003972384,NYU Langone Reproductive Specialists of New York,Mineola,New York,11501,United States,2020,1129967,Yes,09/25/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011885945,New Directions Fertility Center,Gilbert,Arizona,85295,United States,2020,1131537,No,09/25/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007390761,Healthbanks Biotech USA Inc,Irvine,California,92618,United States,2020,1131595,No,09/25/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003926786,Yale Center For Reproductive Medicine & Infertility,Orange,Connecticut,06477,United States,2020,1129860,Yes,09/23/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013680309,Caperton Fertility Institute LLC,Albuquerque,New Mexico,87109,United States,2020,1130278,No,09/18/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008851369,Strong Care Corp,Bayamon,Puerto Rico,00959,United States,2020,1130590,No,09/11/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009831286,Advanced Reproductive Medicine at Univ. of Colorado Denver,Colorado Springs,Colorado,80920,United States,2020,1129930,No,09/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010121314,"First Choice Prosthetic, Corp",Ponce,Puerto Rico,00716,United States,2020,1130596,No,09/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1875548,Versiti Michigan Inc,Grand Rapids,Michigan,49503,United States,2020,1130510,No,09/04/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003972438,Strong Fertility Center,Rochester,New York,14623,United States,2020,1130053,No,09/01/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011026313,VRL Eurofins,Waltham,Massachusetts,02451,United States,2020,1130375,No,08/26/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004553569,Colorado Center for Reproductive Medicine,Lone Tree,Colorado,80124,United States,2020,1129846,No,08/20/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000501644,North Carolina Center for Reproductive Medicine Inc (NCCRM),Cary,North Carolina,27518,United States,2020,1121058,No,03/16/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003926820,Family Fertility Center,Houston,Texas,77030,United States,2020,1121860,Yes,03/16/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005421127,Servi-Dent Inc.,Coral Gables,Florida,33134,United States,2020,1122416,No,03/13/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236462,Transplant Resource Center of Maryland,Halethorpe,Maryland,21227,United States,2020,1122841,No,03/13/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009682116,"MFC Lab, Inc.",Greenbrae,California,94904,United States,2020,1122940,No,03/13/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013913163,"One Umbilical Cord Lab, Inc.",Richardson,Texas,75080,United States,2020,1120516,Yes,03/12/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003972309,Northwell Health Fertility,Manhasset,New York,11030,United States,2020,1120549,Yes,03/12/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008808182,Community Blood Center,Kettering,Ohio,45420,United States,2020,1121688,No,03/12/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010131579,Apex Biologics,Alpine,Utah,84004,United States,2020,1122373,No,03/12/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004465682,Reproductive Associates Of Delaware,Newark,Delaware,19713,United States,2020,1122842,No,03/12/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015006848,R&B Medical Services and Supplies Inc.,Morgantown,West Virginia,26505,United States,2020,1123423,No,03/12/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005191316,"Reproductive Medicine Associates Of Philadelphia, P.c.",Willow Grove,Pennsylvania,19090,United States,2020,1122589,No,03/11/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010188337,The Fertility Center of Charleston,Mt Pleasant,South Carolina,29464,United States,2020,1121332,No,03/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004586701,"Florida Fertility Institute, P.A.",Clearwater,Florida,33759,United States,2020,1122668,No,03/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2183472,Laboratory Corporation of America ViroMed Laboratories,Burlington,North Carolina,27215,United States,2020,1123198,No,03/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005885076,Midwest Reproductive Center PA,Olathe,Kansas,66061,United States,2020,1121458,No,03/09/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012080448,"Prime Surgical, LLC",Vestavia,Alabama,35243,United States,2020,1122843,No,03/09/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000065349,Denver Health Medical Center,Denver,Colorado,80204,United States,2020,1122590,No,03/06/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004102529,Center for Reproductive Medicine West Virginia University,Morgantown,West Virginia,26505,United States,2020,1123128,No,03/06/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015368771,"Lin, James P MD, Inc",Corona,California,92879,United States,2020,1120143,Yes,03/05/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005948846,ThedaCare Laboratories,Appleton,Wisconsin,54911,United States,2020,1121199,No,03/05/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000513310,CorneaGen - Boston,Waltham,Massachusetts,02451,United States,2020,1121216,No,03/05/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1974272,Barnes-Jewish Hospital,Saint Louis,Missouri,63110,United States,2020,1122248,No,03/05/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004451803,Aurora Fertility Services,Green Bay,Wisconsin,54311,United States,2020,1122558,No,03/04/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000121052,Straumann USA LLC,Andover,Massachusetts,01810,United States,2020,1122746,No,03/04/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004733195,Shady Grove Fertility,Rockville,Maryland,20850,United States,2020,1119393,Yes,03/02/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008627040,Forest Ambulatory Surgical Associates LLC,San Jose,California,95128,United States,2020,1121146,No,03/02/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010125706,"Zimmer US, Inc",Southaven,Mississippi,38671,United States,2020,1122833,No,03/02/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010097171,"Millstone Medical Outsourcing, LLC",Olive Branch,Mississippi,38654,United States,2020,1122858,No,03/02/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008927553,"Pinnacle Transplant Technologics, LLC",Phoenix,Arizona,85027,United States,2020,1119254,Yes,02/28/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013550004,"DDSGadget, Inc",Bridgeton,Missouri,63044,United States,2020,1120261,No,02/28/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005033540,"Seattle Reproductive Medicine, Inc., P.S.",Seattle,Washington,98109,United States,2020,1121341,No,02/28/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010866797,Froncare Inc,Bayside,New York,11361,United States,2020,1121717,No,02/28/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000215345,New Mexico Lions Eye Bank,Albuquerque,New Mexico,87106,United States,2020,1122523,No,02/28/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006339676,Qualtex Laboratories,San Antonio,Texas,78201,United States,2020,1122001,No,02/27/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006339676,Qualtex Laboratories,San Antonio,Texas,78201,United States,2020,1122019,No,02/27/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2970033,"UCSF Medical Center Clinical  Laboratories, Blood Center",San Francisco,California,94143,United States,2020,1122182,No,02/27/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003707120,"LifeSouth Community Blood Centers, Inc",Gainesville,Florida,32607,United States,2020,1122323,No,02/27/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010314668,Shady Grove Fertility Center of Pennsylvania PLLC,Philadelphia,Pennsylvania,19102,United States,2020,1122525,No,02/27/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011497718,Carolinas Fertility Institute,Winston Salem,North Carolina,27103,United States,2020,1121329,No,02/26/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004743924,Northwestern Medicine,Chicago,Illinois,60611,United States,2020,1121895,No,02/26/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010267012,UCARM Stapleton Clinic,Denver,Colorado,80238,United States,2020,1122658,No,02/26/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005919688,Institute for Human Reproduction (IHR),Chicago,Illinois,60654,United States,2020,1118808,Yes,02/25/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015169797,SGF Tampa Bay LLC,Tampa,Florida,33607,United States,2020,1118725,Yes,02/24/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010469922,Davies Fertility & IVF Specialists,Glenview,Illinois,60026,United States,2020,1118455,Yes,02/21/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000488264,Conceptions Reproductive Associates,Highlands Ranch,Colorado,80129,United States,2020,1120965,No,02/21/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010934657,Davies Fertility,Skokie,Illinois,60076,United States,2020,1121689,No,02/21/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000306051,LifeCell Corporation,Branchburg,New Jersey,08876,United States,2020,1120984,No,02/20/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008307571,"LifeCell Corporation, A Wholly Owned Subsidiary of Allergan PLC",Branchburg,New Jersey,08876,United States,2020,1121115,No,02/20/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010041508,Gencure (The Texas Cord Blood Bank),San Antonio,Texas,78201,United States,2020,1122018,No,02/20/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1470247,Southern Illinois Healthcare Dba Herrin Hospital,Herrin,Illinois,62948,United States,2020,1122821,No,02/20/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003048383,The Cleveland Clinic Foundation,Cleveland,Ohio,44195,United States,2020,1119491,No,02/19/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000025033,"Florida Lions Eye Bank, Inc.",Miami,Florida,33136,United States,2020,1122826,No,02/19/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000209876,Memorial Hospital of Carbondale,Carbondale,Illinois,62901,United States,2020,1122837,No,02/19/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
