FEI Number,Legal Name,City,State,Zip,Country/Area,Fiscal Year,Inspection ID,Posted Citations,Inspection End Date,Classification,Project Area,Product Type,FMD-145 Date
3003972326,Genesis Fertility/Brooklyn Ivf/ Maimonides Medical Center,Brooklyn,New York,11204,United States,2020,1112313,No,10/23/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003937470,"Columbia Fertility Associates, LLC",Washington,District of Columbia,20037,United States,2020,1110104,No,10/22/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007936027,"OsteoLife Biomedical, LLC",Jupiter,Florida,33458,United States,2020,1111921,No,10/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1970356,ImpactLife,Davenport,Iowa,52807,United States,2020,1107342,No,10/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007289093,"Extremity Medical, LLC",Parsippany,New Jersey,07054,United States,2020,1108440,No,10/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010533671,"Wright Medical Technology, Inc. - District Service Center - Dallas",Carrollton,Texas,75006,United States,2020,1107352,No,10/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005620323,Midwest Fertility Specialists,Carmel,Indiana,46032,United States,2020,1109705,No,10/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014741214,"Indiana Fertility Providers, LLC",Carmel,Indiana,46032,United States,2020,1110437,No,10/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015136844,"Reproductive Medicine Associates of Northern California, P.C.",San Francisco,California,94105,United States,2020,1108039,No,10/11/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000517650,UNM Hospitals,Albuquerque,New Mexico,87106,United States,2020,1112296,No,10/11/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015173178,"Advanced Reproductive Specialists, LLC",Winter Park,Florida,32792,United States,2020,1112086,No,10/10/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000552988,"Southern Anesthesia & Surgical, Inc",West Columbia,South Carolina,29169,United States,2020,1106931,No,10/08/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008307548,American CryoStem Corporation,Monmouth Junction,New Jersey,08852,United States,2020,1110458,No,10/08/2019,Official Action Indicated (OAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006632762,MinSURG Corporation,Clearwater,Florida,33761,United States,2020,1109547,No,10/04/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006601457,Aspire Fertility Institute San Antonio,San Antonio,Texas,78258,United States,2020,1107590,No,10/03/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005950704,Center for Reproductive Medicine,Minneapolis,Minnesota,55407,United States,2020,1107360,No,10/02/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007376233,Wake Forest University School of Medicine,Winston Salem,North Carolina,27157,United States,2019,1106464,No,09/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001239138,Lions VisionGift,Portland,Oregon,97214,United States,2019,1102889,No,09/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011651276,"Conetic Solutions, Inc.",Dakota Dunes,South Dakota,57049,United States,2019,1103050,No,09/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005340932,Skye Biologics Holdings LLC,El Segundo,California,90245,United States,2019,1106268,No,09/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1272759,"Yale New Haven Health, Lawrence & Memorial Hospital",New London,Connecticut,06320,United States,2019,1108213,No,09/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003972369,New York Presbyterian Hospital Weil Cornell  Medical College,New York,New York,10021,United States,2019,1109017,No,09/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000404960,Northwest Fertility Center,Portland,Oregon,97201,United States,2019,1102763,No,09/23/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005888133,"Riccione Orthopedics, Inc.",Exton,Pennsylvania,19341,United States,2019,1106439,No,09/23/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000523928,Community Blood Center,Portland,Oregon,97230,United States,2019,1102436,No,09/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014120911,Avant Solutions,San Antonio,Texas,78258,United States,2019,1105223,No,09/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003973968,"Michigan Reproductive and IVF, P.C.",Grand Rapids,Michigan,49525,United States,2019,1105255,No,09/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005377075,"GraftSource, LLC",Grapevine,Texas,76051,United States,2019,1105852,No,09/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012790952,Novus Surgical Solutions LLC,Lancaster,Pennsylvania,17601,United States,2019,1106635,No,09/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014442322,LifeNet Health,Virginia Beach,Virginia,23453,United States,2019,1106880,No,09/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005124184,Fertility Institute of New Jersey and New York,Oradell,New Jersey,07649,United States,2019,1102414,No,09/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004147742,Oregon Health & Science University,Portland,Oregon,97239,United States,2019,1102438,No,09/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006399947,Focus Surgical Inc,Brisbane,California,94005,United States,2019,1102686,No,09/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008808079,Plano IVF LLC,Plano,Texas,75093,United States,2019,1103040,No,09/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006204499,"LGGS Florida, Inc",Groveland,Florida,34736,United States,2019,1106255,No,09/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003432844,Pittsburgh Cryobank Inc.,Pittsburgh,Pennsylvania,15213,United States,2019,1108201,No,09/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004104192,New York University Fertility Center,New York,New York,10016,United States,2019,1109008,No,09/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010930269,Fertility Wellness Institute of Ohio,West Chester,Ohio,45069,United States,2019,1102208,No,09/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011704620,BM Medical Management Services LLC.,Dallas,Texas,75204,United States,2019,1105485,No,09/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000119377,Shriners Hospitals for Children,Galveston,Texas,77550,United States,2019,1106097,No,09/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2513291,"Eurofins Lancaster Laboratories, Inc",Lancaster,Pennsylvania,17601,United States,2019,1106449,No,09/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004753501,Island Reproductive Services,Staten Island,New York,10309,United States,2019,1102408,No,09/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004740553,Kaiser Permanente Center for Reproductive Health,Fremont,California,94538,United States,2019,1102672,No,09/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000206983,"Lions Eye Institute for Transplant and Research, Inc.",Tampa,Florida,33605,United States,2019,1106301,No,09/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011402906,"Lions Eye Institute for Transplant & Research, Inc.",Gainesville,Florida,32609,United States,2019,1106852,No,09/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012673301,SAFC Carlsbad Inc.,Carlsbad,California,92009,United States,2019,1108089,No,09/12/2019,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008286860,South Florida Institute For Reproductive Medicine,Jupiter,Florida,33458,United States,2019,1108698,No,09/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005064037,LifeNet Health,Virginia Beach,Virginia,23453,United States,2019,1106737,No,09/11/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012347815,"Milford Medical Supplies, Inc.",Milford,Michigan,48381,United States,2019,1103020,No,09/10/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008778066,Hans Biomed USA Inc.,Englewood Cliffs,New Jersey,07632,United States,2019,1107099,No,09/03/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002689373,East Tennessee Lions Eye Bank,Knoxville,Tennessee,37920,United States,2019,1107123,No,08/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1071757,Medical University Hospital Authority Laboratory Services,Charleston,South Carolina,29425,United States,2019,1101792,No,08/28/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007203928,VRL Eurofins,Philadelphia,Pennsylvania,19123,United States,2019,1106739,No,08/28/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002571226,LiveOnNY,Long Island City,New York,11103,United States,2019,1108229,No,08/28/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010303196,"PhysioRX, LLC",Ocoee,Florida,34761,United States,2019,1105835,No,08/27/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003407523,"Hitachi Chemical Advanced Therapeutics Solutions, LLC",Allendale,New Jersey,07401,United States,2019,1101234,No,08/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1071905,Interstate Blood Bank Inc,Memphis,Tennessee,38134,United States,2019,1101784,No,08/22/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005056987,AFS PC dba Alabama Fertility Specialists,Mountain Brk,Alabama,35223,United States,2019,1102301,No,08/22/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007197601,LifeLink Tissue Bank - Orlando,Orlando,Florida,32806,United States,2019,1100072,No,08/21/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012355553,CCRM New York,New York,New York,10019,United States,2019,1100091,No,08/21/2019,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010930284,Wright State Physicians,Oakwood,Ohio,45409,United States,2019,1100561,No,08/21/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004719693,"Innovasis, Inc",Salt Lake City,Utah,84107,United States,2019,1102677,No,08/20/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010877431,"UPS Supply Chain Solutions Inc.,",Louisville,Kentucky,40219,United States,2019,1100567,No,08/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003415347,TissueTech Inc,Miami,Florida,33173,United States,2019,1101487,No,08/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2971457,Vitalant,Las Vegas,Nevada,89117,United States,2019,1101686,No,08/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003424968,Stanford Health Care,Stanford,California,94305,United States,2019,1107066,No,08/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2017366,Loma Linda University Medical Center,Loma Linda,California,92354,United States,2019,1101385,No,08/14/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1471525,Advocate Lutheran General Hospital Transfusion Services,Park Ridge,Illinois,60068,United States,2019,1105252,No,08/14/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003140045,"Genetics & IVF Institute, Inc.",Fairfax,Virginia,22031,United States,2019,1101125,No,08/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014620680,"IVF Michigan, P.C.",East Lansing,Michigan,48823,United States,2019,1102409,No,08/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007202121,NorthState Surgical Devices LLC,Raleigh,North Carolina,27612,United States,2019,1100474,No,08/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003945108,East Coast Infertility and IVF PC dba Damien Fertility Partners,Shrewsbury,New Jersey,07702,United States,2019,1099924,No,08/08/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003935906,"MCGH/PPG Reproductive Laboratory, LLC",Augusta,Georgia,30901,United States,2019,1100462,No,08/08/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014118249,Integra LifeSciences Sales LLC,Cordova,Tennessee,38018,United States,2019,1101230,No,08/08/2019,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006393158,University Medical Center of El Paso,El Paso,Texas,79905,United States,2019,1101872,No,08/08/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010385865,Gentleman Orthopedic Solutions LLC,Memphis,Tennessee,38125,United States,2019,1102014,No,08/08/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009824075,"Wright Medical Technology, Inc. Building 2",Arlington,Tennessee,38002,United States,2019,1102019,No,08/08/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010056229,Southwest Center for Reproductive Health PA,El Paso,Texas,79912,United States,2019,1100792,No,08/07/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004565478,UPMC Hematopoietic Stem Cell Laboratory,Pittsburgh,Pennsylvania,15213,United States,2019,1106315,No,08/06/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014298539,"Berkeley Advanced Biomaterials, LLC",Berkeley,California,94710,United States,2019,1105222,No,08/02/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004024955,Stryker Spine,Allendale,New Jersey,07401,United States,2019,1099091,No,08/01/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010866843,"Acuity Surgical Devices, LLC",Irving,Texas,75063,United States,2019,1100134,No,08/01/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003562205,Advancing Sight Network North Alabama Regional Office,Huntsville,Alabama,35801,United States,2019,1100490,No,08/01/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008339013,"Boston IVF, Inc. The Maine Center",S Portland,Maine,04106,United States,2019,1102767,No,08/01/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002971770,LifeCenter Organ Donor Network,Cincinnati,Ohio,45202,United States,2019,1098806,No,07/31/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003421818,UCSD - Lifesharing,San Diego,California,92108,United States,2019,1101402,No,07/31/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003562296,"StemCyte, Inc",Baldwin Park,California,91706,United States,2019,1101775,No,07/31/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010944261,Fertility Lab Sciences of Orange County,Newport Beach,California,92660,United States,2019,1102411,No,07/31/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011697159,"Sight Society of NENY, Inc. Lions Eye Bank of Rochester",Rochester,New York,14623,United States,2019,1100265,No,07/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008286876,"LifeLink Foundation, Inc.",Tampa,Florida,33619,United States,2019,1101762,No,07/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006397636,"Kan, Mark, MD Inc",Newport Beach,California,92660,United States,2019,1102754,No,07/29/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011900316,"Karl Schumacher Dental, LLC",Des Plaines,Illinois,60018,United States,2019,1098173,No,07/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005880024,OneLegacy,Orange,California,92868,United States,2019,1102405,No,07/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011080931,Brooks Life Sciences,El Segundo,California,90245,United States,2019,1105194,No,07/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1270007,"Rhode Island Blood Center, A Division of New York Blood Center, Inc.",Providence,Rhode Island,02908,United States,2019,1106753,No,07/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003312654,Osteo Solutions LLC,Westerville,Ohio,43082,United States,2019,1099434,No,07/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003562222,Advancing Sight Network Southeast Regional Office,Montgomery,Alabama,36117,United States,2019,1099772,No,07/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003942657,"Newport Beach IVF, LLC dba Ovation Fertility",Newport Beach,California,92663,United States,2019,1102784,No,07/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014323513,Family Fertility CryoBank,Tustin,California,92780,United States,2019,1102787,No,07/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003249063,JAG-MED LLC,Columbia,Missouri,65203,United States,2019,1098850,No,07/24/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000719146,ClinImmune Labs,Aurora,Colorado,80045,United States,2019,1098114,No,07/19/2019,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000307092,"Musculoskeletal Transplant Foundation, Inc., dba MTF Biologics",Jessup,Pennsylvania,18434,United States,2019,1101241,No,07/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009460824,Tri-State Biologics Inc.,Secaucus,New Jersey,07094,United States,2019,1097263,No,07/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006580335,St Marks Outpatient Surgery,Salt Lake City,Utah,84124,United States,2019,1097891,No,07/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007101464,"BloodSource, Inc.",Mather,California,95655,United States,2019,1098166,No,07/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004731585,Dominion Fertility,Arlington,Virginia,22203,United States,2019,1099658,No,07/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010250935,"The Sperm and Embryo Bank of New York, Inc.",New York,New York,10016,United States,2019,1099746,No,07/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014268958,NAO Enterprises Corp.,Pembroke Pines,Florida,33024,United States,2019,1097901,No,07/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003972332,Infertility & IVF Medical Associates of WNY,Snyder,New York,14226,United States,2019,1099765,No,07/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011417111,"Wright Medical Technology, Inc - District Service Center",Lenexa,Kansas,66219,United States,2019,1101610,No,07/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006040855,"Envision Sight, Inc",Boise,Idaho,83704,United States,2019,1097360,No,07/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006074124,Michigan Reproductive Medicine,Bloomfield Hills,Michigan,48304,United States,2019,1101342,No,07/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004512666,The Centre for Reproductive Medicine,Lubbock,Texas,79410,United States,2019,1098671,No,07/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010979511,Gift of Hope Organ & Tissue Donor Network,Springfield,Illinois,62702,United States,2019,1106592,No,07/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1870530,The Regents of the University of Michigan Blood Bank,Ann Arbor,Michigan,48109,United States,2019,1100663,No,07/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012044453,"Regenerative Biologics, Inc.",Palm City,Florida,34990,United States,2019,1101140,No,07/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011394270,"New Jersey Organ & Tissue Sharing Network, Inc.",Edison,New Jersey,08837,United States,2019,1096479,No,07/11/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000305999,AlloSource Inc,Cincinnati,Ohio,45202,United States,2019,1096121,No,07/10/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2970101,Northern California Community Blood Bank,Eureka,California,95501,United States,2019,1097629,No,07/10/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007327551,Idaho Center for Reproductive Medicine,Boise,Idaho,83702,United States,2019,1099755,No,07/10/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009669756,AlloSource,Houston,Texas,77054,United States,2019,1097873,No,07/09/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005202248,California Cryobank LLC,New York,New York,10017,United States,2019,1098293,No,07/09/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009044988,GoldenDent,Roseville,Michigan,48066,United States,2019,1101345,No,07/09/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011419470,"North American Cryobank, Inc.",Boise,Idaho,83705,United States,2019,1103386,No,07/08/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009993615,"Wright Medical Technology, Inc.",Bensalem,Pennsylvania,19020,United States,2019,1096843,No,07/02/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009559171,Cryogene Inc.,Houston,Texas,77054,United States,2019,1098162,No,06/28/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1074518,Veterans Affairs Medical Ctr,Lexington,Kentucky,40502,United States,2019,1095692,No,06/27/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007196368,Seattle Sperm Bank LLC,Seattle,Washington,98105,United States,2019,1095929,No,06/27/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003973142,NW Cryobank,Missoula,Montana,59804,United States,2019,1098180,No,06/27/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718077,Lions Eye Bank of NW PA Inc,Erie,Pennsylvania,16509,United States,2019,1096124,No,06/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003926798,UAMS ART Program Tissue Bank,Little Rock,Arkansas,72205,United States,2019,1097717,No,06/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010650691,Conceptions Florida,Coral Gables,Florida,33146,United States,2019,1099771,No,06/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000125279,New World Medical Inc,Rancho Cucamonga,California,91730,United States,2019,1100675,No,06/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005338425,Arkansas Feritility & Gynecology Associates,Little Rock,Arkansas,72205,United States,2019,1107094,No,06/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006721953,"Metropolitan Reproductive Medicine, P.C.",New York,New York,10024,United States,2019,1094874,No,06/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011742642,HRC Fertility,Rancho Cucamonga,California,91730,United States,2019,1097759,No,06/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001518811,Eye Bank For Sight Restoration Inc.,New York,New York,10005,United States,2019,1097897,No,06/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003926616,Fertility and IVF Center of Miami Inc,Miami,Florida,33176,United States,2019,1100799,No,06/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003927130,Redmed Inc,Mcallen,Texas,78501,United States,2019,1098290,No,06/24/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013920299,Birth Tissue Donor Services of Tennessee Inc,Cookeville,Tennessee,38501,United States,2019,1099763,No,06/24/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003058448,Isomedix Operations Inc,Ontario,California,91761,United States,2019,1107049,No,06/24/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003115192,NW Cryobank,Spokane,Washington,99201,United States,2019,1098187,No,06/21/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003114608,Life Connection of Ohio,Dayton,Ohio,45409,United States,2019,1094131,No,06/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003947257,Fertility Institute of New Orleans - Metairie,Metairie,Louisiana,70001,United States,2019,1097253,No,06/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2074237,"Component Processing Laboratory, UCLA Health, Blood & Platelet Center",Los Angeles,California,90095,United States,2019,1100640,No,06/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003567004,"Regenerative Biologics, Inc.",Gainesville,Florida,32653,United States,2019,1098286,No,06/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718782,Lifeline of Ohio Organ Procurement Inc,Columbus,Ohio,43212,United States,2019,1094147,No,06/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005492452,"Levrant, Seth, MD, PC",Tinley Park,Illinois,60477,United States,2019,1095190,No,06/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
