,FEI Number,Legal Name,Ignore,Website,AddressProvided,City,State,Zip,Country/Area,Fiscal Year,Inspection ID,Posted Citations,Inspection End Date,Classification,Project Area,Product Type,FMD-145 Date
2944,3010957757.0,"American Medical Management, LLC",yes,https://www.amm.cc/,-,Burr Ridge,Illinois,60527,United States,2020.0,1122559.0,No,1/13/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
137,3003048383.0,The Cleveland Clinic Foundation,yes,https://my.clevelandclinic.org/giving/ways-to-give/foundation-giving,-,Cleveland,Ohio,44195,United States,2020.0,1119491.0,No,2/19/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
288,1000305448.0,Children's Healthcare of Atlanta,yes,https://www.choa.org/,-,Atlanta,Georgia,30322,United States,2020.0,1120702.0,No,2/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
285,3015558590.0,Catalent Maryland,yes,https://www.catalent.com,-,Baltimore,Maryland,21201,United States,2020.0,1112131.0,No,11/4/2019,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1573,3001238011.0,Lifegift Organ Donation Center,yes,-,-,Houston,Texas,77054,United States,2020.0,1121703.0,No,1/30/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1214,3004554544.0,"FPG Labs of Austin, LLC",yes,-,-,Austin,Texas,78731,United States,2020.0,1114060.0,No,11/20/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
108,3011670009.0,"In2Bones USA, LLC",yes,https://i2b-usa.com/,-,Memphis,Tennessee,38119,United States,2020.0,1122918.0,No,2/13/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1216,3003241162.0,Froedtert Hospital Reproductive Medicine Center,yes,-,-,Menomonee Falls,Wisconsin,53051,United States,2020.0,1114305.0,No,12/9/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1065,3003935810.0,Emory Reproductive Center,yes,-,-,Atlanta,Georgia,30308,United States,2020.0,1114229.0,No,11/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2657,3010267012.0,UCARM Stapleton Clinic,yes,-,-,Denver,Colorado,80238,United States,2020.0,1122658.0,No,2/26/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009,3010866797.0,Froncare Inc,yes,https://www.froncare.com/,-,Bayside,New York,11361,United States,2020.0,1121717.0,No,2/28/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
90,3015006828.0,CRA Biotech LLC.,yes,https://crabiotech.com/,-,Saint Simons Island,Georgia,31522,United States,2020.0,1121546.0,No,2/7/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2998,3013678330.0,Eagle Ortho LLC,yes,https://www.eagleorthopaedics.com/,-,Overland Park,Kansas,66207,United States,2020.0,1118738.0,No,2/5/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1630,3000203549.0,Lions Eye Bank of Texas at Baylor College of Medicine,yes,-,-,Houston,Texas,77030,United States,2020.0,1117079.0,No,1/30/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2663,2970033.0,"UCSF Medical Center Clinical  Laboratories, Blood Center",yes,-,-,San Francisco,California,94143,United States,2020.0,1122182.0,No,2/27/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1356,3006501029.0,Huntington Reproductive Center Medical Group,yes,-,-,Fullerton,California,92835,United States,2020.0,1115373.0,No,1/8/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
323,3000718321.0,Eversight,yes,https://www.eversightvision.org/,-,Ann Arbor,Michigan,48108,United States,2020.0,1112567.0,No,10/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1224,2571086.0,Geisinger Medical Center Blood Bank,yes,-,-,Danville,Pennsylvania,17822,United States,2020.0,1119128.0,No,1/14/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2675,3014769200.0,"United Tissue Resources, LLC",yes,-,-,Austin,Texas,78756,United States,2020.0,1111829.0,No,11/1/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2679,3009366809.0,University Hospitals Fertility Center,yes,-,-,Beachwood,Ohio,44122,United States,2020.0,1109015.0,No,10/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1057,3008481375.0,"Elite Orthopedics, LLC",yes,-,-,Chesterfield,Missouri,63005,United States,2020.0,1115847.0,No,1/15/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2682,3010292882.0,University of Cincinnati Center For Reproductive Health,yes,-,-,West Chester,Ohio,45069,United States,2020.0,1111182.0,No,11/20/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1617,3003707120.0,"LifeSouth Community Blood Centers, Inc",yes,-,-,Gainesville,Florida,32607,United States,2020.0,1122323.0,No,2/27/2020,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1368,1970356.0,ImpactLife,yes,-,-,Davenport,Iowa,52807,United States,2020.0,1107342.0,No,10/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1196,1000025033.0,"Florida Lions Eye Bank, Inc.",yes,-,-,Miami,Florida,33136,United States,2020.0,1122826.0,No,2/19/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1567,3009192463.0,"Life Line Stem Cell, Inc.",yes,-,-,New Haven,Indiana,46774,United States,2020.0,1112559.0,No,11/7/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
83,3009473818.0,CARE for the Bay Area,yes,https://care4ba.com/care-team,-,Los Gatos,California,95032,United States,2020.0,1119606.0,No,1/16/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2819,3010533671.0,"Wright Medical Technology, Inc. - District Service Center - Dallas",yes,-,-,Carrollton,Texas,75006,United States,2020.0,1107352.0,No,10/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1172,3008503655.0,"Fertility Solutions, PC",yes,-,-,Dedham,Massachusetts,2026,United States,2020.0,1111817.0,No,11/21/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
401,3004743924.0,Northwestern Medicine,yes,https://www.nm.org/locations/northwestern-memorial-hospital,-,Chicago,Illinois,60611,United States,2020.0,1121895.0,No,2/26/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
233,3008307571.0,"LifeCell Corporation, A Wholly Owned Subsidiary of Allergan PLC",yes,https://www.aatb.org/lifecell-corporation-allergan-affiliate,-,Branchburg,New Jersey,8876,United States,2020.0,1121115.0,No,2/20/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1167,3005811913.0,"Fertility Laboratories of Colorado, LLC",yes,-,-,Lone Tree,Colorado,80124,United States,2020.0,1115374.0,No,12/10/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1449,3010929692.0,IVF Michigan,yes,-,-,Bloomfield Hills,Michigan,48304,United States,2020.0,1114841.0,No,12/4/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1450,3013526565.0,IVF Michigan,yes,-,-,Macomb,Michigan,48044,United States,2020.0,1114842.0,No,12/4/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
230,1000306051.0,LifeCell Corporation,-,https://www.aatb.org/lifecell-corporation-allergan-affiliate,-,Branchburg,New Jersey,8876,United States,2020.0,1120984.0,No,2/20/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1146,3003935952.0,Fertility Center of the Carolinas,yes,-,-,Greenville,South Carolina,29605,United States,2020.0,1121321.0,No,1/30/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1566,3015136756.0,Life IVF Center Los Angeles,yes,-,-,Arcadia,California,91007,United States,2020.0,1118891.0,No,1/2/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2856,3011215516.0,American Tissue Services Foundation,yes,http://www.atsfoundation.org/,-,Fitchburg,Wisconsin,53711,United States,2020.0,1111339.0,No,11/8/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1456,3006524185.0,"IVF Michigan, P.C.",yes,-,-,Dearborn,Michigan,48126,United States,2020.0,1114825.0,No,12/4/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2849,3008643361.0,"Surgical Solutions J. A. Puerto Rico, Inc.",yes,http://surgicalsolutionspr.com/,-,San Juan,Puerto Rico,917,United States,2020.0,1113279.0,No,12/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
210,3005948846.0,ThedaCare Laboratories,yes,https://thedacare.org,-,Appleton,Wisconsin,54911,United States,2020.0,1121199.0,No,3/5/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1457,3006524198.0,"IVF Michigan, P.C.",yes,-,-,Saginaw,Michigan,48604,United States,2020.0,1114826.0,No,12/4/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2841,3003971457.0,"Zouves Fertility Center, A Medical Corporation",yes,-,-,Foster City,California,94404,United States,2020.0,1113307.0,No,12/5/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1458,3006524208.0,"IVF Michigan, P.C.",yes,-,-,Ypsilanti,Michigan,48197,United States,2020.0,1114857.0,No,12/4/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
245,3009049161.0,Altus Partners LLC dba Altus Spine,-,https://www.altuspartners.com/,-,West Chester,Pennsylvania,19380,United States,2020.0,1116159.0,No,12/11/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1179,3003942362.0,Fertility Treatment Center,yes,-,-,Tempe,Arizona,85284,United States,2020.0,1112323.0,No,10/30/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1182,3007789105.0,Fertility Unlimited Inc.,yes,-,-,Akron,Ohio,44304,United States,2020.0,1112668.0,No,12/4/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1526,3004753467.0,Kofinas Fertility Group,yes,-,-,New York,New York,10006,United States,2020.0,1122513.0,No,2/13/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2729,3003927046.0,Vincent Reproductive Medicine & IVF,yes,-,-,Boston,Massachusetts,2114,United States,2020.0,1111896.0,No,10/24/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
272,3001236618.0,BioGenetics Corporation,-,https://www.biogenetic.us/,-,Mountainside,New Jersey,7092,United States,2020.0,1111175.0,No,11/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2737,3015149725.0,Vios Fertility Institute Milwaukee,yes,-,-,Wauwatosa,Wisconsin,53226,United States,2020.0,1112549.0,No,11/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1100,3000243835.0,"Fairfax Cryobank, Inc.",yes,-,-,Saint Paul,Minnesota,55113,United States,2020.0,1111346.0,No,11/1/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1193,3003926648.0,Florida Institute for Reproductive Medicine,yes,-,-,Jacksonville,Florida,32207,United States,2020.0,1119010.0,No,1/6/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1411,3001047110.0,Institute for Reproductive Medicine and Science at Saint Barnabas,yes,-,-,Livingston,New Jersey,7039,United States,2020.0,1115356.0,No,1/15/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1559,3001637097.0,Life Connection of Ohio,yes,-,-,Maumee,Ohio,43537,United States,2020.0,1114812.0,No,11/6/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2750,3011026313.0,VRL Eurofins,yes,-,-,Waltham,Massachusetts,2451,United States,2020.0,1130375.0,No,8/26/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1190,3004586701.0,"Florida Fertility Institute, P.A.",yes,-,-,Clearwater,Florida,33759,United States,2020.0,1122668.0,No,3/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1188,3010121314.0,"First Choice Prosthetic, Corp",yes,-,-,Ponce,Puerto Rico,716,United States,2020.0,1130596.0,No,9/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1414,3003927018.0,Institute For Women's Health - Advanced Fertility Center,yes,-,-,San Antonio,Texas,78258,United States,2020.0,1116513.0,No,1/21/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2757,3003934711.0,Washington University OB/GYN,yes,-,-,Saint Louis,Missouri,63108,United States,2020.0,1108998.0,No,10/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1111,3004474381.0,"Family Beginnings, PC",yes,-,-,Indianapolis,Indiana,46256,United States,2020.0,1116738.0,No,1/8/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1417,3003934689.0,IntegraMed Medical Missouri LLC,yes,-,-,Creve Coeur,Missouri,63141,United States,2020.0,1109447.0,No,10/29/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1231,3010041508.0,Gencure (The Texas Cord Blood Bank),yes,-,-,San Antonio,Texas,78201,United States,2020.0,1122018.0,No,2/20/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
206,3005092433.0,"Tech Medical Group, Inc.",-,https://techmedpr.com/en/,-,Guaynabo,Puerto Rico,968,United States,2020.0,1115153.0,No,11/21/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
375,3012807083.0,"Scendia Biologics, LLC",yes,https://www.linkedin.com/company/scendiabio,-,Orlando,Florida,32806,United States,2020.0,1112312.0,No,11/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
74,3010131579.0,Apex Biologics,yes,https://apexbiologix.com/,-,Alpine,Utah,84004,United States,2020.0,1122373.0,No,3/12/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3027,1973577.0,The University of Kansas Health System,yes,https://www.kansashealthsystem.com/,-,Kansas City,Kansas,66160,United States,2020.0,1115610.0,No,12/23/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
11,3013919550.0,Osteobiologic Solutions Inc,yes,http://osteobiologicsolutions.com/,-,Magnolia,Texas,77354,United States,2020.0,1114695.0,No,12/16/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2607,3003945123.0,"The Sperm and Embryo Bank of NJ, Inc.",yes,-,-,Mountainside,New Jersey,7092,United States,2020.0,1111192.0,No,11/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3031,3003409909.0,Lifebanc,yes,https://www.lifebanc.org/,-,Warrensville Heights,Ohio,44128,United States,2020.0,1111717.0,No,11/22/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1240,3003972326.0,Genesis Fertility/Brooklyn Ivf/ Maimonides Medical Center,yes,-,-,Brooklyn,New York,11204,United States,2020.0,1112313.0,No,10/23/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1242,3008455034.0,"Genesys Orthopedics Systems, LLC",yes,-,-,West Lake Hills,Texas,78746,United States,2020.0,1116370.0,No,1/16/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1678,3004775418.0,"Loyola University Medical Center, Cardinal Bernadine Cancer",yes,-,-,Maywood,Illinois,60153,United States,2020.0,1122664.0,No,2/6/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2106,3012080448.0,"Prime Surgical, LLC",yes,-,-,Vestavia,Alabama,35243,United States,2020.0,1122843.0,No,3/9/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
388,3010547404.0,University of Texas MD Anderson Cancer Center,yes,https://www.mdanderson.org/,-,Houston,Texas,77054,United States,2020.0,1115530.0,No,12/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1692,3012113545.0,Manhattan Fertility Services LLC,yes,-,-,New York,New York,10128,United States,2020.0,1115553.0,No,11/27/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1316,3007390761.0,Healthbanks Biotech USA Inc,yes,-,-,Irvine,California,92618,United States,2020.0,1131595.0,No,9/25/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
374,3014721377.0,RegenTX Partners LLC,-,https://www.linkedin.com/company/rtxpartnersllc,-,San Antonio,Texas,78249,United States,2020.0,1113167.0,No,11/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
21,3006813595.0,"AssureImmune, LLC",yes,http://www.assureimmune.com/,-,Miami,Florida,33136,United States,2020.0,1121360.0,No,2/12/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2648,3003942715.0,Troche Fertility Center,yes,-,-,Glendale,Arizona,85308,United States,2020.0,1112295.0,No,11/7/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1696,3005033067.0,"Marwan M. Shaykh, M.D. dba Assisted Fertility Program",yes,-,-,Jacksonville,Florida,32216,United States,2020.0,1112318.0,No,11/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
23,3013224369.0,"Duma Co Sciences, LLC",-,http://www.dumacosciences.com/,-,Dallas,Texas,75287,United States,2020.0,1118245.0,No,1/22/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3067,1000121052.0,Straumann USA LLC,yes,https://www.straumann.com/us/en/dental-professionals.html,-,Andover,Massachusetts,1810,United States,2020.0,1122746.0,No,3/4/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1302,1074653.0,Hamilton Medical Center,yes,-,-,Dalton,Georgia,30720,United States,2020.0,1122170.0,No,1/14/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1009,1000065349.0,Denver Health Medical Center,yes,-,-,Denver,Colorado,80204,United States,2020.0,1122590.0,No,3/6/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
31,3007936027.0,"OsteoLife Biomedical, LLC",yes,http://www.osteolifebiomedical.com/,-,Jupiter,Florida,33458,United States,2020.0,1111921.0,No,10/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2575,3010188337.0,The Fertility Center of Charleston,yes,-,-,Mt Pleasant,South Carolina,29464,United States,2020.0,1121332.0,No,3/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1708,3011705274.0,MDG Medical,yes,-,-,Fort Worth,Texas,76104,United States,2020.0,1110080.0,No,11/5/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1267,3002177077.0,Goetze-Niemer Co Inc,yes,-,-,Kansas City,Missouri,64117,United States,2020.0,1119118.0,No,2/5/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2613,3005083506.0,The World Egg Bank,yes,-,-,Phoenix,Arizona,85020,United States,2020.0,1112950.0,No,12/4/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3072,3013678325.0,TForce,yes,https://www.tforcelogistics.com/,-,Saint Louis,Missouri,63146,United States,2020.0,1116156.0,No,1/23/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
352,2183472.0,Laboratory Corporation of America ViroMed Laboratories,-,https://www.labcorp.com/node/92,-,Burlington,North Carolina,27215,United States,2020.0,1123198.0,No,3/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2,3007946244.0,Bio Tech Med Corp.,-,http://biotechmedical.com.my/,-,San German,Puerto Rico,683,United States,2020.0,1117665.0,No,1/31/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1345,3004623088.0,Hospital of the Univ of PA-Reproductive Surgical Facility Penn Fertility Care,yes,-,-,Philadelphia,Pennsylvania,19104,United States,2020.0,1111044.0,No,10/28/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1652,3000718538.0,Lions Gift of Sight,yes,-,-,Saint Paul,Minnesota,55114,United States,2020.0,1115619.0,No,1/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2635,3001236462.0,Transplant Resource Center of Maryland,yes,-,-,Halethorpe,Maryland,21227,United States,2020.0,1122841.0,No,3/13/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1730,3008990306.0,"Medline Industries, Inc.",yes,-,-,Canton,Ohio,44706,United States,2020.0,1112667.0,No,12/5/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2542,3003435341.0,"Surgi-Care, Inc.",yes,-,-,Waltham,Massachusetts,2451,United States,2020.0,1120374.0,No,2/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3022,3006788678.0,Arteriocyte Medical Systems Inc,yes,https://www.istobiologics.com/,-,Hopkinton,Massachusetts,1748,United States,2020.0,1113436.0,No,11/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2626,3012088565.0,"Titan Surgical Group, LLC",yes,-,-,Springfield,Missouri,65804,United States,2020.0,1116974.0,No,1/27/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1348,3004554679.0,Houston Fertility Center,yes,-,-,Houston,Texas,77024,United States,2020.0,1116388.0,No,1/23/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1277,3006541141.0,"Goode Surgical, Inc.",yes,-,-,Phoenix,Arizona,85040,United States,2020.0,1118532.0,No,2/11/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
345,2242450.0,"Katena Products, Inc.",-,https://www.katena.com/,-,Randolph,New Jersey,7869,United States,2020.0,1114594.0,No,1/6/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1654,3001236481.0,Lions Medical Eye Bank & Research Center of Eastern VA,yes,-,-,Norfolk,Virginia,23507,United States,2020.0,1112314.0,No,11/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
348,1000111938.0,Laboratory Corporation Of America,yes,https://www.labcorp.com/node/88,-,Burlington,North Carolina,27215,United States,2020.0,1119133.0,No,2/13/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
993,3013550004.0,"DDSGadget, Inc",yes,-,-,Bridgeton,Missouri,63044,United States,2020.0,1120261.0,No,2/28/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1236,3006397527.0,"GENES Fertility Institute, Inc.",yes,-,-,San Juan,Puerto Rico,918,United States,2020.0,1110131.0,No,11/4/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
334,3007289093.0,"Extremity Medical, LLC",-,https://www.extremitymedical.com/,-,Parsippany,New Jersey,7054,United States,2020.0,1108440.0,No,10/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1034,3003279883.0,"Dorotea, LLC dba Alamo Tissue Service",yes,-,-,San Antonio,Texas,78249,United States,2020.0,1115859.0,No,12/18/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3016,3003470773.0,Iowa Donor Network,yes,https://www.iowadonornetwork.org/,-,Altoona,Iowa,50009,United States,2020.0,1112076.0,No,11/8/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3099,3008110521.0,Vitalant,yes,https://www.vitalant.org/,-,Tempe,Arizona,85282,United States,2020.0,1115247.0,No,11/5/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1459,3014620680.0,"IVF Michigan, P.C.",yes,-,-,East Lansing,Michigan,48823,United States,2019.0,1102409.0,No,8/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1291,3003475732.0,Greater Delaware Valley Society of Transplant Surgeons,yes,-,-,Hershey,Pennsylvania,17033,United States,2019.0,1083436.0,No,2/14/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1158,3003947257.0,Fertility Institute of New Orleans - Metairie,yes,-,-,Metairie,Louisiana,70001,United States,2019.0,1097253.0,No,6/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1436,3004753501.0,Island Reproductive Services,yes,-,-,Staten Island,New York,10309,United States,2019.0,1102408.0,No,9/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1432,1071905.0,Interstate Blood Bank Inc,yes,-,-,Memphis,Tennessee,38134,United States,2019.0,1101784.0,No,8/22/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1990,3005880024.0,OneLegacy,yes,-,-,Orange,California,92868,United States,2019.0,1102405.0,No,7/26/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2100,3013220523.0,Premed LLC,yes,-,-,San Juan,Puerto Rico,918,United States,2019.0,1079067.0,No,1/31/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
826,3011816239.0,Cincinnati Childrens Hosp Med Center Div of Gynecology,yes,-,-,Cincinnati,Ohio,45229,United States,2019.0,1079825.0,No,2/14/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1985,3008135745.0,OM Healthcare Logistics OMo3,yes,-,-,Louisville,Kentucky,40228,United States,2019.0,1074251.0,No,12/4/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
737,3011851461.0,"California Cryobank, LLC",yes,-,-,Stamford,Connecticut,6905,United States,2019.0,1081950.0,No,2/22/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1982,3008022858.0,Oliver Stanbery Orthopedics LLC,yes,-,-,Louisville,Kentucky,40223,United States,2019.0,1076510.0,No,12/14/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
