FEI Number,Legal Name,Ignore,Website,AddressProvided,City,State,Zip,Country/Area,Fiscal Year,Inspection ID,Posted Citations,Inspection End Date,Classification,Project Area,Product Type,FMD-145 Date
3003587896,Aesculap Inc,-,https://www.aesculapusa.com/en.html,-,Hazelwood,Missouri,63042,United States,2015,901818,No,10/23/2014,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009994707,Allomed Biologics,-,https://www.allomed.at/en/about-us/,-,Tucson,Arizona,85712,United States,2015,927756,No,5/18/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005810197,"Alphacord, LLC",-,https://www.alphacord.com/,-,Scottsdale,Arizona,85260,United States,2019,1072634,No,10/30/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005810197,"Alphacord, LLC",-,https://www.alphacord.com/,-,Scottsdale,Arizona,85260,United States,2017,1000569,No,2/10/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009049161,Altus Partners LLC dba Altus Spine,-,https://www.altuspartners.com/,-,West Chester,Pennsylvania,19380,United States,2020,1116159,No,12/11/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009049161,Altus Partners LLC dba Altus Spine,-,https://www.altuspartners.com/,-,West Chester,Pennsylvania,19380,United States,2015,917106,No,2/26/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002808497,Amgen Technology (Ireland) Unlimited Company,-,https://www.amgen.co.uk,-,Dun Laoghaire,-,-,Ireland,2018,1067928,No,9/20/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009692883,AMG MED GROUP Corp,-,https://www.amgmedicalgroup.com/,-,Davie,Florida,33324,United States,2016,987203,No,6/1/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010657108,"Argon Medical USA, LLC",-,https://www.argonmedical.com/,-,Marshfield,Wisconsin,54449,United States,2015,936645,No,4/28/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007062429,"Arthomed, LLC.",-,https://www.arthomed.com/,-,Delray Beach,Florida,33444,United States,2019,1081409,No,2/22/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007062429,"Arthomed, LLC.",-,https://www.arthomed.com/,-,Delray Beach,Florida,33444,United States,2016,971857,No,4/26/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009200268,Sea Pearl East Inc.,-,https://www.arthrex.com/distributors/sea-pearl,-,Glen Rock,New Jersey,7452,United States,2017,997614,No,1/19/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009200268,Sea Pearl East Inc.,-,https://www.arthrex.com/distributors/sea-pearl,-,Glen Rock,New Jersey,7452,United States,2015,899294,No,10/8/2014,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010326971,Aurora Spine Inc,-,https://www.aurora-spine.com/,-,Carlsbad,California,92008,United States,2018,1063919,No,7/30/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014120911,Avant Solutions,-,https://www.avantsolutions.org/,-,San Antonio,Texas,78258,United States,2019,1105223,No,9/19/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009201724,AXIS Spine LLC,-,https://www.axisspinecenter.com/,-,Westlake Village,California,91361,United States,2016,952461,No,12/21/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011006318,Axogen Corporation,-,https://www.axogeninc.com,-,Burleson,Texas,76028,United States,2016,946545,No,10/13/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012085771,AxoGen Corporation,-,https://www.axogeninc.com,-,Dayton,Ohio,45402,United States,2015,919999,No,3/13/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012085771,AxoGen Corporation,-,https://www.axogeninc.com/,-,Dayton,Ohio,45402,United States,2017,990232,No,10/28/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000100754,Aziyo Biologics Inc,-,https://www.aziyo.com/,-,Richmond,California,94804,United States,2021,1145973,No,6/25/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000100754,Aziyo Biologics Inc,-,https://www.aziyo.com/,-,Richmond,California,94804,United States,2018,1067125,No,8/28/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000100754,Aziyo Biologics Inc,-,https://www.aziyo.com/,-,Richmond,California,94804,United States,2016,967555,No,3/25/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011849882,Banco Vida Corp.,-,https://www.bancovida.com/,-,San Juan,Puerto Rico,918,United States,2018,1036677,No,12/7/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011849882,Banco Vida Corp.,-,https://www.bancovida.com/,-,San Juan,Puerto Rico,918,United States,2016,980721,No,7/1/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004552143,Banner Desert Med Center And Cardon Children's Med Center,-,https://www.bannerhealth.com,-,Mesa,Arizona,85202,United States,2017,1015130,No,5/4/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004552143,Banner Desert Med Center And Cardon Children's Med Center,-,https://www.bannerhealth.com,-,Mesa,Arizona,85202,United States,2015,941310,No,9/3/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1070400,Baptist Health Lexington,-,https://www.baptisthealth.com/lexington/,-,Lexington,Kentucky,40503,United States,2016,965022,No,4/7/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003407427,Center For Cell & Gene Therapy,-,https://www.bcm.edu/academic-centers/cell-and-gene-therapy,-,Houston,Texas,77030,United States,2017,1009223,No,12/29/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011198055,"Elite Biologics, LLC",-,https://www.bioagilytix.com/services/our-cro-lab-capabilities/?loc_physical_ms=87542&matchtype=p&campaignid=395392887&device=c&adposition=&keyword=biologics+services&kw=biologics+services&cpn=395392887&msclkid=21097d3f6c3b1ca794fc1fcec3039265,-,Leawood,Kansas,66211,United States,2017,999140,No,1/20/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011198055,"Elite Biologics, LLC",-,https://www.bioagilytix.com/services/our-cro-lab-capabilities/?loc_physical_ms=87542&matchtype=p&campaignid=395392887&device=c&adposition=&keyword=biologics+services&kw=biologics+services&cpn=395392887&msclkid=21097d3f6c3b1ca794fc1fcec3039265,-,Leawood,Kansas,66211,United States,2015,929438,No,6/3/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009561722,Bioeden Inc,-,https://www.bioeden.com/us/,-,Austin,Texas,78748,United States,2018,1045126,No,2/14/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236618,BioGenetics Corporation,-,https://www.biogenetic.us/,-,Mountainside,New Jersey,7092,United States,2020,1111175,No,11/12/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236618,BioGenetics Corporation,-,https://www.biogenetic.us/,-,Mountainside,New Jersey,7092,United States,2018,1058721,No,7/10/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236618,BioGenetics Corporation,-,https://www.biogenetic.us/,-,Mountainside,New Jersey,7092,United States,2016,985822,No,8/19/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014573577,"BioLab Sciences, Inc.",-,https://www.biolabsciences.net/,-,Scottsdale,Arizona,85260,United States,2019,1086867,No,4/11/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003833527,Biovex Ltd,-,https://www.bionity.com/en/companies/12432/biovex-ltd.html,-,Abingdon,-,-,United Kingdom,2017,1010934,No,2/15/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004052050,Alliqua Biomedical,-,https://www.biospace.com/article/releases/celularity-scoops-up-alliqua-biomedical-in-29m-deal/,-,Langhorne,Pennsylvania,19047,United States,2015,909659,No,1/13/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012878993,"Core BioScience, LLC",-,https://www.bizapedia.com/ca/core-bioscience-llc.html,-,Redlands,California,92373,United States,2018,1060252,No,6/28/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010959409,"Tritium BioSciences, LLC",-,https://www.bizapedia.com/us/tritium-biosciences-llc.html,-,Cordova,Tennessee,38018,United States,2016,949730,No,11/30/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012808250,Cavalier Biotech LLC,-,https://www.bizapedia.com/va/cavalier-biotech-llc.html,-,Chesapeake,Virginia,23320,United States,2019,1072366,No,10/31/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011724860,"Cade Medical, Inc.",-,https://www.cademed.com,-,Temecula,California,92590,United States,2017,1003866,No,12/29/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010197239,Camber Spine Technologies,-,https://www.cambermedtech.com/all-products,-,King Of Prussia,Pennsylvania,19406,United States,2019,1084388,No,2/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006082533,"Captiva Spine, Inc",-,https://www.captivaspine.com/,-,Jupiter,Florida,33477,United States,2019,1093472,No,5/14/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003727910,Cardinal Health dba Specialty Pharmaceutical Services,-,https://www.cardinalhealth.com,-,La Vergne,Tennessee,37086,United States,2017,989405,No,10/5/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015558590,Catalent Maryland,-,https://www.catalent.com,-,Baltimore,Maryland,21201,United States,2020,1112131,No,11/4/2019,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3015434301,Catalent Maryland Inc,-,https://www.catalent.com,-,Harmans,Maryland,21077,United States,2022,1156961,No,11/17/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004893403,Cell Applications Inc,-,https://www.cellapplications.com/,-,San Diego,California,92121,United States,2022,1166930,No,4/5/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000305448,Children's Healthcare of Atlanta,-,https://www.choa.org/,-,Atlanta,Georgia,30322,United States,2020,1120702,No,2/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000305448,Children's Healthcare of Atlanta,-,https://www.choa.org/,-,Atlanta,Georgia,30322,United States,2015,925841,No,5/13/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000014971,Children's Healthcare of Atlanta at Scottish Rite,-,https://www.choa.org/locations/scottish-rite-hospital,-,Atlanta,Georgia,30342,United States,2018,1034698,No,11/30/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000014971,Children's Healthcare of Atlanta at Scottish Rite,-,https://www.choa.org/locations/scottish-rite-hospital,-,Atlanta,Georgia,30342,United States,2016,959865,No,2/5/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012693015,CITAGENIX INC,-,https://www.citagenix.com/,-,Milford,Michigan,48381,United States,2019,1083150,No,2/8/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000719146,ClinImmune Labs,-,https://www.clinimmune.com/,-,Aurora,Colorado,80045,United States,2019,1098114,No,7/19/2019,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000719146,ClinImmune Labs,-,https://www.clinimmune.com/,-,Aurora,Colorado,80045,United States,2017,1016290,No,4/19/2017,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2125050,"Coloplast Manufacturing US, LLC",-,https://www.coloplast.us,-,Minneapolis,Minnesota,55411,United States,2019,1080994,No,2/6/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2125050,"Coloplast Manufacturing US, LLC",-,https://www.coloplast.us,-,Minneapolis,Minnesota,55411,United States,2016,951146,No,11/24/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004976934,"Cook General BioTechnology, LLC",-,https://www.cookbiotech.com/,-,Indianapolis,Indiana,46202,United States,2018,1049254,No,3/8/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004976934,"Cook General BioTechnology, LLC",-,https://www.cookbiotech.com/,-,Indianapolis,Indiana,46202,United States,2016,963325,No,3/10/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011006339,Cooper Institute,-,https://www.cooperinstitute.org/,-,Houston,Texas,77074,United States,2017,1017306,No,4/26/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003652672,"BioReference Health, LLC",-,https://www.corporationwiki.com/p/3cp22u/bioreference-health-llc,-,Elmwood Park,New Jersey,7407,United States,2017,1024576,No,8/31/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006812586,"Max Spine, LLC",-,https://www.corporationwiki.com/Texas/El-Paso/max-spine-llc/37765531.aspx,-,El Paso,Texas,79902,United States,2016,989064,No,8/18/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006500433,Charles River Laboratories Inc,-,https://www.criver.com/,-,Memphis,Tennessee,38118,United States,2015,911880,No,1/23/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3014349111,PLATFORM LLC,-,https://www.ctcompanydir.com/companies/platform-llc/,-,Plainville,Connecticut,6062,United States,2022,1166929,No,4/6/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3009051471,CTL Medical Corporation,-,https://www.ctlamedica.com/,-,Addison,Texas,75001,United States,2018,1040192,No,1/18/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012098634,Cton Laboratories,-,https://www.ctonlab.com/,-,Torrance,California,90503,United States,2019,1076957,No,11/30/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012673301,SAFC Carlsbad Inc.,-,https://www.dandb.com/businessdirectory/safccarlsbadinc.-carlsbad-ca-238239.html,-,Carlsbad,California,92009,United States,2022,1159031,No,12/16/2021,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3012673301,SAFC Carlsbad Inc.,-,https://www.dandb.com/businessdirectory/safccarlsbadinc.-carlsbad-ca-238239.html,-,Carlsbad,California,92009,United States,2019,1108089,No,9/12/2019,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000204836,Dendreon Corporation,-,https://www.dendreon.com/,-,Seattle,Washington,98102,United States,2019,1071020,No,11/2/2018,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008914686,Dendreon Pharmaceuticals LLC,-,https://www.dendreon.com/,-,Union City,Georgia,30291,United States,2022,1169722,No,4/21/2022,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008914686,Dendreon Pharmaceuticals LLC,-,https://www.dendreon.com/,-,Union City,Georgia,30291,United States,2017,1031496,No,11/1/2016,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008821247,Dendreon Pharmaceuticals LLC,-,https://www.dendreon.com/,-,Seal Beach,California,90740,United States,2016,961300,No,1/22/2016,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3006702185,"Biovex, Inc.",-,https://www.dnb.com/business-directory/company-profiles.biovex_inc.b74a48fc39a6dc0b6749bc9a14690295.html,-,Woburn,Massachusetts,1801,United States,2017,1012905,No,3/16/2017,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003947416,SpinalGraft Technologies LLC,-,https://www.dnb.com/business-directory/company-profiles.spinalgraft_technologies_llc.66d66921d4069df716362da716cbb569.html,-,Memphis,Tennessee,38118,United States,2018,1063130,No,6/27/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3003947416,SpinalGraft Technologies LLC,-,https://www.dnb.com/business-directory/company-profiles.spinalgraft_technologies_llc.66d66921d4069df716362da716cbb569.html,-,Memphis,Tennessee,38118,United States,2016,983086,No,6/22/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004734662,"Team Spine, Inc.",-,https://www.dnb.com/business-directory/company-profiles.team_spine_inc.ca853031fe1ab46e2fb4631e9455702d.html,-,Waukesha,Wisconsin,53188,United States,2017,1008981,No,2/15/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004734662,"Team Spine, Inc.",-,https://www.dnb.com/business-directory/company-profiles.team_spine_inc.ca853031fe1ab46e2fb4631e9455702d.html,-,Waukesha,Wisconsin,53188,United States,2015,910841,No,1/6/2015,Voluntary Action Indicated (VAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2513291,"Eurofins Lancaster Laboratories, Inc",-,https://www.eurofinsus.com/biopharma-services/biopharma-testing-services/biopharma-product-testing/us-locations/lancaster-pa/,-,Lancaster,Pennsylvania,17601,United States,2022,1156933,No,10/21/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2513291,"Eurofins Lancaster Laboratories, Inc",-,https://www.eurofinsus.com/biopharma-services/biopharma-testing-services/biopharma-product-testing/us-locations/lancaster-pa/,-,Lancaster,Pennsylvania,17601,United States,2019,1106449,No,9/13/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2513291,"Eurofins Lancaster Laboratories, Inc",-,https://www.eurofinsus.com/biopharma-services/biopharma-testing-services/biopharma-product-testing/us-locations/lancaster-pa/,-,Lancaster,Pennsylvania,17601,United States,2017,1029560,No,9/28/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005651716,"Eurofins Viracor, Inc.",-,https://www.eurofins-viracor.com/,-,Lees Summit,Missouri,64086,United States,2018,1067224,No,9/19/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3005651716,"Eurofins Viracor, Inc.",-,https://www.eurofins-viracor.com/,-,Lees Summit,Missouri,64086,United States,2016,983488,No,9/2/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004732463,Viracor-IBT Laboratories,-,https://www.eurofins-viracor.com/clinical/news-and-events/posts/2013/november/viracor-ibt-laboratories-acquires-assets-of-the-national-institute-of-transplantation/,-,Los Angeles,California,90057,United States,2016,989116,No,8/23/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718321,Eversight,-,https://www.eversightvision.org/,-,Ann Arbor,Michigan,48108,United States,2020,1112567,No,10/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718787,Eversight,-,https://www.eversightvision.org/,-,Cleveland,Ohio,44103,United States,2019,1084752,No,3/25/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718321,Eversight,-,https://www.eversightvision.org/,-,Ann Arbor,Michigan,48108,United States,2017,1028802,No,9/28/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002291793,Eversight,-,https://www.eversightvision.org/,-,Middletown,Connecticut,6457,United States,2017,987521,No,10/7/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001236615,Eversight,-,https://www.eversightvision.org/,-,Clark,New Jersey,7066,United States,2016,986660,No,9/22/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718787,Eversight,-,https://www.eversightvision.org/,-,Cleveland,Ohio,44103,United States,2016,978214,No,7/27/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3000718321,Eversight,-,https://www.eversightvision.org/,-,Ann Arbor,Michigan,48108,United States,2015,926620,No,5/18/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001451642,Eversight Illinois (Chicago),-,https://www.eversightvision.org/,-,Chicago,Illinois,60661,United States,2018,1055320,No,4/18/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001451642,Eversight Illinois (Chicago),-,https://www.eversightvision.org/,-,Chicago,Illinois,60661,United States,2016,968460,No,5/9/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001451641,"Eversight Illinois, Bloomington",-,https://www.eversightvision.org/,-,Bloomington,Illinois,61704,United States,2018,1062724,No,7/24/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3001451641,"Eversight Illinois, Bloomington",-,https://www.eversightvision.org/,-,Bloomington,Illinois,61704,United States,2016,968469,No,4/14/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3007289093,"Extremity Medical, LLC",-,https://www.extremitymedical.com/,-,Parsippany,New Jersey,7054,United States,2020,1108440,No,10/17/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013171844,"AGORA Health Solutions, LLC",-,https://www.flbusinessgo.com/companies/L15000213399/,-,Boca Raton,Florida,33487,United States,2018,1034141,No,10/16/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3008631014,Franciscan  Health  Indianapolis,-,https://www.franciscanhealth.org/find-a-location/franciscan-health-indianapolis-218334,-,Indianapolis,Indiana,46237,United States,2019,1083157,No,2/8/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013306140,Genetech Inc,-,https://www.gene.com/,-,San Diego,California,92109,United States,2018,1057183,No,6/22/2018,Official Action Indicated (OAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010663875,Impact Ortho Inc,-,https://www.impact-ortho.com/about-us/our-team/,-,San Diego,California,92121,United States,2016,970186,No,4/26/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004107906,INCELL Corporation LLC,-,https://www.incell.com/,-,San Antonio,Texas,78249,United States,2018,1069229,No,9/27/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004719693,"Innovasis, Inc",-,https://www.innovasis.com/,-,Salt Lake City,Utah,84107,United States,2019,1102677,No,8/20/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3004719693,"Innovasis, Inc",-,https://www.innovasis.com/,-,Salt Lake City,Utah,84107,United States,2016,979759,No,6/22/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1177788,Inova Health Care Services,-,https://www.inova.org/,-,Sterling,Virginia,20166,United States,2015,926576,No,4/24/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1938191,"Integra Lifescience, LLC",-,https://www.integralife.com/,-,Fenton,Missouri,63026,United States,2016,945325,No,10/8/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3013225837,"Integrity Biologics, LLC",-,https://www.integritybio.com,-,Bixby,Oklahoma,74008,United States,2018,1060839,No,7/24/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2242450,"Katena Products, Inc.",-,https://www.katena.com/,-,Randolph,New Jersey,7869,United States,2020,1114594,No,1/6/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2242450,"Katena Products, Inc.",-,https://www.katena.com/,-,Randolph,New Jersey,7869,United States,2017,1026619,No,9/12/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000526836,Laboratory Corp. of America,-,https://www.labcorp.com/,-,Raritan,New Jersey,8869,United States,2022,1173018,No,6/15/2022,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000111938,Laboratory Corporation Of America,-,https://www.labcorp.com/node/88,-,Burlington,North Carolina,27215,United States,2020,1119133,No,2/13/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002824210,Laboratory Corporation of America,-,https://www.labcorp.com/node/89,-,Tampa,Florida,33634,United States,2019,1092969,No,5/15/2019,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1000111938,Laboratory Corporation Of America,-,https://www.labcorp.com/node/90,-,Burlington,North Carolina,27215,United States,2017,1005804,No,4/3/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3002824210,Laboratory Corporation of America,-,https://www.labcorp.com/node/91,-,Tampa,Florida,33634,United States,2015,933303,No,7/2/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2183472,Laboratory Corporation of America ViroMed Laboratories,-,https://www.labcorp.com/node/92,-,Burlington,North Carolina,27215,United States,2020,1123198,No,3/10/2020,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2183472,Laboratory Corporation of America ViroMed Laboratories,-,https://www.labcorp.com/node/93,-,Burlington,North Carolina,27215,United States,2018,1030800,No,10/26/2017,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2183472,Laboratory Corporation of America ViroMed Laboratories,-,https://www.labcorp.com/node/94,-,Burlington,North Carolina,27215,United States,2016,958051,No,2/1/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
2183472,Laboratory Corporation of America ViroMed Laboratories,-,https://www.labcorp.com/node/95,-,Burlington,North Carolina,27215,United States,2015,934670,No,7/10/2015,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3011213917,MD Tox Laboratory,-,https://www.labprospects.com/CLIA/05D2040304,-,Irvine,California,92614,United States,2018,1066200,No,7/11/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010593108,LeMaitre Vascular Inc,-,https://www.lemaitre.com/,-,Fox River Grove,Illinois,60021,United States,2018,1061763,No,7/11/2018,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
3010593108,LeMaitre Vascular Inc,-,https://www.lemaitre.com/,-,Fox River Grove,Illinois,60021,United States,2016,963317,No,3/1/2016,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
1220948,"LeMaitre Vascular, Inc.",-,https://www.lemaitre.com/,-,Burlington,Massachusetts,1803,United States,2021,1148251,No,7/26/2021,No Action Indicated (NAI),"Human Cellular, Tissue, and Gene Therapies",Biologics,-
