,Legal Name,City,State,Zip,Country/Area,lat,lon,display,address
309,DCI Donor Services dba Sierra Donor Services Eye Bank,Nashville,Tennessee,37203,United States,36.15077592618384,-86.78625245125349,"Nashville-Davidson, Davidson County, Tennessee, 37203, United States","37203 , Nashville , Tennessee"
310,DCI Donor Services dba Tennessee Donor Services (Tri-Cities),Gray,Tennessee,37615,United States,36.4198258,-82.4765352,"Gray, Washington County, Tennessee, 37615, United States","37615 , Gray , Tennessee"
311,DCI Donor Services/dba Tennessee Donor Services,Nashville,Tennessee,37203,United States,36.15077592618384,-86.78625245125349,"Nashville-Davidson, Davidson County, Tennessee, 37203, United States","37203 , Nashville , Tennessee"
312,"DDSGadget, Inc",Bridgeton,Missouri,63044,United States,38.74757087909977,-90.4213280119116,"Bridgeton, Saint Louis County, Missouri, 63044, United States","63044 , Bridgeton , Missouri"
313,Dakota Lions Sight & Health,Sioux Falls,South Dakota,57107,United States,43.5488256,-96.7307737,"Sioux Falls, Minnehaha County, South Dakota, United States","57107 , Sioux Falls , South Dakota"
314,"Dallas Fertility Center, LLC",Dallas,Texas,75231,United States,32.8746026608,-96.7646495584,"Dallas, Dallas County, Texas, 75231, United States","75231 , Dallas , Texas"
315,Dallas Fort Worth Center for Fertility and IVF,Allen,Texas,75013,United States,33.11579614338395,-96.69214992104122,"Allen, Collin County, Texas, 75013, United States","75013 , Allen , Texas"
316,Dallas IVF,Frisco,Texas,75034,United States,33.13941946434245,-96.84132154060018,"Frisco, Collin County, Texas, 75034, United States","75034 , Frisco , Texas"
317,"Dallas-Fort Worth Fertility Associates, P.A.",Dallas,Texas,75231,United States,32.8746026608,-96.7646495584,"Dallas, Dallas County, Texas, 75231, United States","75231 , Dallas , Texas"
318,Dartmouth-Hitchcock Medical Center,Lebanon,New Hampshire,3756,United States,43.652822400000005,-72.24284571667266,"New Hampshire Army National Guard, Lebanon, Grafton County, New Hampshire, United States","3756 , Lebanon , New Hampshire"
319,Davies Fertility,Skokie,Illinois,60076,United States,42.03981885213483,-87.73509260434457,"Skokie, Niles Township, Cook County, Illinois, 60076, United States","60076 , Skokie , Illinois"
320,Davies Fertility & IVF Specialists,Glenview,Illinois,60026,United States,42.08556499156442,-87.82930938726994,"Glenview, Northfield Township, Cook County, Illinois, 60026, United States","60026 , Glenview , Illinois"
321,"Del Mar Birth Center, Inc., a Nursing corporation",South Pasadena,California,91030,United States,34.11084542539267,-118.1484414670157,"South Pasadena, Los Angeles County, California, 91030, United States","91030 , South Pasadena , California"
322,"Delaware Institute for Reproductive Medicine, P.A",Newark,Delaware,19713,United States,39.6616707,-75.74889909109223,"Delaware Stadium, Richardson Lane, Robscott Manor, Newark, New Castle County, Delaware, 19713, United States","19713 , Newark , Delaware"
323,Delaware Valley Institute of Fertility & Genetics,Marlton,New Jersey,8053,United States,39.8912248,-74.9218325,"Marlton, Evesham Township, Burlington County, New Jersey, 08053, United States","8053 , Marlton , New Jersey"
324,Dendreon Corporation,Seattle,Washington,98102,United States,47.633855025996986,-122.32208622541496,"Seattle, King County, Washington, 98102, United States","98102 , Seattle , Washington"
325,Dendreon Pharmaceuticals LLC,Union City,Georgia,30291,United States,33.576863087969286,-84.54655724197953,"Union City, Fulton County, Georgia, 30291, United States","30291 , Union City , Georgia"
326,Dental Health Products Inc.,New Franken,Wisconsin,54229,United States,44.5308273,-87.82593,"New Franken, Town of Humboldt, Brown County, Wisconsin, 54229, United States","54229 , New Franken , Wisconsin"
327,Dental Implant Specialties,Los Angeles,California,90007,United States,33.9419393,-118.43808037530732,"LAX El Segundo Dunes Preserve, Playa del Rey, Los Angeles, Los Angeles County, California, United States","90007 , Los Angeles , California"
328,"Dental Implant Technologies, Inc",Scottsdale,Arizona,85258,United States,33.601489650000005,-111.8493395463428,"Central Arizona Project Canal, Taliesin West, Scottsdale, Maricopa County, Arizona, United States","85258 , Scottsdale , Arizona"
329,"Dentsply IH, Inc.",Waltham,Massachusetts,2451,United States,42.3756401,-71.2358004,"Waltham, Middlesex County, Massachusetts, United States","2451 , Waltham , Massachusetts"
330,Denver Health Medical Center,Denver,Colorado,80204,United States,39.734923864016736,-105.02575375216976,"Denver, Colorado, 80204, United States","80204 , Denver , Colorado"
331,Dept. of OB/GYN-UTMB formerly-University Fertility Center,Galveston,Texas,77555,United States,29.3113283,-94.777612725,"Galveston, Galveston County, Texas, 77555, United States","77555 , Galveston , Texas"
332,Deshotels & Associates,Lafayette,Louisiana,70506,United States,30.20572796383648,-92.06595122028304,"Lafayette, Lafayette Parish, Louisiana, 70506, United States","70506 , Lafayette , Louisiana"
333,Detroit Medical Center University Laboratories,Detroit,Michigan,48201,United States,42.347101377816905,-83.06092443864436,"Detroit, Wayne County, Michigan, 48201, United States","48201 , Detroit , Michigan"
334,Diamond Institute for Infertility and Menopause,Millburn,New Jersey,7041,United States,40.7244443,-74.3069069,"Millburn, Essex County, New Jersey, United States","7041 , Millburn , New Jersey"
335,Dignity Health Bakersfield Memorial Hospital,Bakersfield,California,93301,United States,35.378345122727275,-119.01677919545456,"Bakersfield, Kern County, California, 93301, United States","93301 , Bakersfield , California"
336,Dominion Fertility,Arlington,Virginia,22203,United States,38.87400028215768,-77.12183185057053,"Arlington, Arlington County, Virginia, 22203, United States","22203 , Arlington , Virginia"
337,"Donor Alliance, Inc.",Denver,Colorado,80230,United States,39.721103237919465,-104.88453321308724,"Denver, Colorado, 80230, United States","80230 , Denver , Colorado"
338,Donor Network West,San Ramon,California,94583,United States,37.76185130645161,-121.95824885591398,"San Ramon, Contra Costa County, California, 94583, United States","94583 , San Ramon , California"
339,Donor Network of Arizona,Tempe,Arizona,85281,United States,33.44382792610939,-111.92852831635706,"Tempe, Maricopa County, Arizona, 85281, United States","85281 , Tempe , Arizona"
340,Dorotea LLC dba BioRepository Service LLC,San Antonio,Texas,78249,United States,29.56857722407504,-98.61441590932778,"San Antonio, Bexar County, Texas, 78249, United States","78249 , San Antonio , Texas"
341,"Dorotea, LLC dba Alamo Tissue Service",San Antonio,Texas,78249,United States,29.56857722407504,-98.61441590932778,"San Antonio, Bexar County, Texas, 78249, United States","78249 , San Antonio , Texas"
342,Dowell Dental Products Inc,Rancho Cucamonga,California,91730,United States,34.103976854949494,-117.5931209338384,"Rancho Cucamonga, San Bernardino County, California, 91730, United States","91730 , Rancho Cucamonga , California"
343,Dr. Louis R. Manara,Voorhees,New Jersey,8043,United States,39.8512162,-74.9619779,"Voorhees Township, Camden County, New Jersey, 08043, United States","8043 , Voorhees , New Jersey"
344,Duke Fertility Center,Durham,North Carolina,27713,United States,35.913416928786006,-78.92076870844033,"Crooked Creek, Durham, Durham County, North Carolina, 27713, United States","27713 , Durham , North Carolina"
345,"Duma Co Sciences, LLC",Dallas,Texas,75287,United States,32.9994725328084,-96.8474137343832,"Dallas, Dallas County, Texas, 75287, United States","75287 , Dallas , Texas"
346,"E & A Labs and Imaging, LLC",Shreveport,Louisiana,71103,United States,32.492487847368416,-93.7689694754386,"Shreveport, Caddo Parish, Louisiana, 71103, United States","71103 , Shreveport , Louisiana"
347,Eagle Ortho LLC,Overland Park,Kansas,66207,United States,38.9685,-94.6627,"Kansas Korean Mission Church, Glenwood Street, Broadmoor, Overland Park, Johnson County, Kansas, 66212, United States","66207 , Overland Park , Kansas"
348,East Coast Infertility and IVF PC dba Damien Fertility Partners,Shrewsbury,New Jersey,7702,United States,40.3295547,-74.0615285,"Shrewsbury, Monmouth County, New Jersey, 07702, United States","7702 , Shrewsbury , New Jersey"
349,East Tennessee IVF and Andrology Center,Knoxville,Tennessee,37923,United States,35.9449105,-83.97891729569912,"University of Tennessee Recreation Sports Complex, Bearden, Knoxville, Knox County, Tennessee, United States","37923 , Knoxville , Tennessee"
350,East Tennessee Lions Eye Bank,Knoxville,Tennessee,37920,United States,35.924203839922484,-83.89724430248063,"Knoxville, Knox County, Tennessee, 37920, United States","37920 , Knoxville , Tennessee"
351,Eliel Ortho Medical Corp.,San Juan,Puerto Rico,927,United States,-26.7982582,-55.0228553,"San Juan, Citrex, Puerto Rico, Municipio de Puerto Rico, Departamento Libertador General San Martín, Misiones, 3331, Argentina","927 , San Juan , Puerto Rico"
352,"Elite Biologics, LLC",Leawood,Kansas,66211,United States,38.9265953,-94.62797284502076,"Kansas City Orthopaedic Institute, 3651, College Boulevard, Leawood, Johnson County, Kansas, 66211, United States","66211 , Leawood , Kansas"
353,Elite Spine LLC,Collegeville,Pennsylvania,19426,United States,40.18519729571183,-75.4559203432247,"Collegeville, Montgomery County, Pennsylvania, 19426, United States","19426 , Collegeville , Pennsylvania"
354,"Embryo Connections, LLC",Denver,Colorado,80211,United States,39.76665487697757,-105.02032190978451,"Denver, Colorado, 80211, United States","80211 , Denver , Colorado"
355,Embryo Donation International,Fort Myers,Florida,33907,United States,26.640628,-81.8723084,"Fort Myers, Lee County, Florida, United States","33907 , Fort Myers , Florida"
356,Emory Decatur Hospital,Decatur,Georgia,30033,United States,31.2102629,-83.238935,"Decatur, Nashville, Berrien County, Georgia, 31639, United States","30033 , Decatur , Georgia"
357,Emory Reproductive Center,Atlanta,Georgia,30308,United States,33.77311756720099,-84.37592444950678,"Atlanta, Fulton County, Georgia, 30308, United States","30308 , Atlanta , Georgia"
358,Emory University Hospital Midtown- Center for Transfusion & Cellular Therapies,Atlanta,Georgia,30308,United States,33.77311756720099,-84.37592444950678,"Atlanta, Fulton County, Georgia, 30308, United States","30308 , Atlanta , Georgia"
359,"Emory University Hospital, Center for Transusion & Cellular Therapies",Atlanta,Georgia,30322,United States,33.7489924,-84.3902644,"Atlanta, Fulton County, Georgia, United States","30322 , Atlanta , Georgia"
360,Emory University Orthopaedics and Spine Hospital,Tucker,Georgia,30084,United States,33.84769665333334,-84.22123712010581,"Tucker, DeKalb County, Georgia, 30084, United States","30084 , Tucker , Georgia"
361,"Endoco, Inc dba Ultimate Dental",Memphis,Tennessee,38133,United States,35.1335022,-89.9668758,"Memphis, Shelby County, West Tennessee, Tennessee, United States","38133 , Memphis , Tennessee"
362,Endometriosis & Reproductive Surgery Specialists P.L.L.C.,Scottsdale,Arizona,85258,United States,33.601489650000005,-111.8493395463428,"Central Arizona Project Canal, Taliesin West, Scottsdale, Maricopa County, Arizona, United States","85258 , Scottsdale , Arizona"
363,"Envision Sight, Inc",Boise,Idaho,83704,United States,43.62654466213206,-116.2857524983244,"West Bench Neighborhood Association, Boise, Ada County, Idaho, 83704, United States","83704 , Boise , Idaho"
364,Eurofins Donor & Product Testing Inc Cincinnati,Cincinnati,Ohio,45202,United States,39.1078525383592,-84.51022905133037,"Over-the-Rhine, Cincinnati, Hamilton County, Ohio, 45202, United States","45202 , Cincinnati , Ohio"
365,Eurofins Donor & Product Testing Inc Dallas,Dallas,Texas,75231,United States,32.8746026608,-96.7646495584,"Dallas, Dallas County, Texas, 75231, United States","75231 , Dallas , Texas"
366,Eurofins Donor & Product Testing Inc Minneapolis,Minneapolis,Minnesota,55411,United States,45.00026496036603,-93.30267986119532,"Minneapolis, Hennepin County, Minnesota, 55411, United States","55411 , Minneapolis , Minnesota"
367,Eurofins Donor & Product Testing Inc.,Winston Salem,North Carolina,27103,United States,36.06391108983254,-80.30756845538278,"Winston-Salem, Forsyth County, North Carolina, 27103, United States","27103 , Winston Salem , North Carolina"
368,"Eurofins Donor & Product Testing, Inc. Atlanta",Marietta,Georgia,30067,United States,33.9528472,-84.5496148,"Marietta, Cobb County, Georgia, United States","30067 , Marietta , Georgia"
369,"Eurofins Lancaster Laboratories, Inc",Lancaster,Pennsylvania,17601,United States,40.0726070131379,-76.32322849989143,"Lancaster County, Pennsylvania, 17601, United States","17601 , Lancaster , Pennsylvania"
370,"Eurofins Viracor, Inc.",Lees Summit,Missouri,64086,United States,38.8856158,-94.2117959,"East Lone Jack Lees Summit Road, Lone Jack, Jackson County, Missouri, 64086, United States","64086 , Lees Summit , Missouri"
371,Evanston Hospital Blood Bank,Evanston,Illinois,60201,United States,42.05649340092473,-87.70037921097742,"Evanston, Evanston Township, Cook County, Illinois, 60201, United States","60201 , Evanston , Illinois"
372,Eversight Illinois (Chicago),Chicago,Illinois,60661,United States,41.88685470780488,-87.64793630146342,"Near West Side, Chicago, Cook County, Illinois, 60661, United States","60661 , Chicago , Illinois"
373,"Eversight Illinois, Bloomington",Bloomington,Illinois,61704,United States,40.47082971291314,-88.96798966648731,"Bloomington, McLean County, Illinois, 61704, United States","61704 , Bloomington , Illinois"
374,"Evologics, LLC",San Antonio,Texas,78240,United States,29.52334760497667,-98.59272306656298,"San Antonio, Bexar County, Texas, 78240, United States","78240 , San Antonio , Texas"
375,"Exactech, Inc.",Gainesville,Florida,32653,United States,29.70943453414044,-82.38956563486683,"Gainesville, Alachua County, Florida, 32653, United States","32653 , Gainesville , Florida"
376,"Extend Fertility, LLC",New York,New York,10019,United States,40.7127281,-74.0060152,"City of New York, New York, United States","10019 , New York , New York"
377,"Extremity Medical, LLC",Parsippany,New Jersey,7054,United States,40.8578772,-74.4259866,"Parsippany, Parsippany-Troy Hills, Morris County, New Jersey, 07054, United States","7054 , Parsippany , New Jersey"
378,Eye Bank For Sight Restoration Inc.,New York,New York,10005,United States,40.7127281,-74.0060152,"City of New York, New York, United States","10005 , New York , New York"
379,Eye Life International Inc,Baltimore,Maryland,21224,United States,39.287691706140464,-76.55808906476697,"Baltimore, Maryland, 21224, United States","21224 , Baltimore , Maryland"
380,"Eyvazzadeh, Aimee MD",San Ramon,California,94583,United States,37.76185130645161,-121.95824885591398,"San Ramon, Contra Costa County, California, 94583, United States","94583 , San Ramon , California"
381,FMCNA Fresno,Fresno,California,93711,United States,36.82147524,-119.82788195999998,"Fresno, Fresno County, California, 93711, United States","93711 , Fresno , California"
382,"FPG Labs of Austin, LLC",Austin,Texas,78731,United States,30.347109392405063,-97.76595100423565,"Austin, Travis County, Texas, 78731, United States","78731 , Austin , Texas"
383,"Fahimeh Sasan, D.O., P.C.",Los Angeles,California,90067,United States,33.9419393,-118.43808037530732,"LAX El Segundo Dunes Preserve, Playa del Rey, Los Angeles, Los Angeles County, California, United States","90067 , Los Angeles , California"
384,Fairfax Cryobank - Houston,Houston,Texas,77004,United States,29.72578682295633,-95.3687247793953,"Houston, Harris County, Texas, 77004, United States","77004 , Houston , Texas"
385,Fairfax Cryobank Inc.,Philadelphia,Pennsylvania,19104,United States,39.95764396098266,-75.1973050515896,"Philadelphia, Philadelphia County, Pennsylvania, 19104, United States","19104 , Philadelphia , Pennsylvania"
386,Falls Tech Inc.,Wichita Falls,Texas,76301,United States,33.903557991104734,-98.48945461018651,"Wichita Falls, Wichita County, Texas, 76301, United States","76301 , Wichita Falls , Texas"
387,"Family Beginnings, PC",Indianapolis,Indiana,46256,United States,39.90414996633517,-86.01661041928158,"Indianapolis, Marion County, Indiana, 46256, United States","46256 , Indianapolis , Indiana"
388,Family Fertility Center,Bethlehem,Pennsylvania,18017,United States,40.64817853311828,-75.37578331838709,"Bethlehem, Northampton County, Pennsylvania, 18017, United States","18017 , Bethlehem , Pennsylvania"
389,Family Fertility CryoBank,Tustin,California,92780,United States,33.738159994745544,-117.81673662977528,"Tustin, Orange County, California, 92780, United States","92780 , Tustin , California"
390,Fellow Health Inc,San Leandro,California,94577,United States,37.71923590673684,-122.1403940731579,"San Leandro, Alameda County, California, 94577, United States","94577 , San Leandro , California"
391,Ferny,New York,New York,10019,United States,40.7127281,-74.0060152,"City of New York, New York, United States","10019 , New York , New York"
392,Fertility & Cryogenics Lab,Downers Grove,Illinois,60516,United States,41.763299346804125,-88.01539359319588,"Downers Grove, DuPage County, Illinois, 60516, United States","60516 , Downers Grove , Illinois"
393,"Fertility Care of Orange County, A Medical Corporation",Brea,California,92821,United States,33.91967927855127,-117.88111213969896,"Brea, Orange County, California, 92821, United States","92821 , Brea , California"
394,"Fertility Center Laboratory, Inc",San Antonio,Texas,78229,United States,29.50626249341317,-98.5683992,"San Antonio, Bexar County, Texas, 78229, United States","78229 , San Antonio , Texas"
395,"Fertility Center and Applied Genetics of Florida, Inc.",Sarasota,Florida,34233,United States,27.2753973964539,-82.47006781158393,"Sarasota County, Florida, 34233, United States","34233 , Sarasota , Florida"
396,Fertility Center of Dallas,Dallas,Texas,75246,United States,32.79068400416667,-96.77561509375,"Dallas, Dallas County, Texas, 75246, United States","75246 , Dallas , Texas"
397,"Fertility Center of Las Vegas, Shapiro MD PLLC",Las Vegas,Nevada,89117,United States,36.145952468263474,-115.28714001317366,"Las Vegas, Clark County, Nevada, 89117, United States","89117 , Las Vegas , Nevada"
398,"Fertility Center of Maryland, Inc.",Towson,Maryland,21204,United States,39.387081300000006,-76.61112257684786,"University of Maryland St. Joseph Medical Center, 7601, Osler Drive, Yorkleigh, Towson, Baltimore County, Maryland, 21204, United States","21204 , Towson , Maryland"
399,"Fertility Center of Orange County, A Medical Group Inc.",Irvine,California,92606,United States,33.700546398900855,-117.802475449989,"Irvine, Orange County, California, 92606, United States","92606 , Irvine , California"
400,Fertility Center of Orlando,Longwood,Florida,32750,United States,28.707721141666667,-81.34616879907408,"Longwood, Seminole County, Florida, 32750, United States","32750 , Longwood , Florida"
401,Fertility Center of Southern California,Irvine,California,92604,United States,33.689283151867535,-117.78781192520792,"El Camino Real, Irvine, Orange County, California, 92604, United States","92604 , Irvine , California"
402,Fertility Center of the Carolinas,Greenville,South Carolina,29605,United States,34.81622036614871,-82.39394628785942,"Greenville, Greenville County, South Carolina, 29605, United States","29605 , Greenville , South Carolina"
403,Fertility Centers Of New England,Reading,Massachusetts,1867,United States,42.5256502,-71.0953314,"Reading, Middlesex County, Massachusetts, 01867, United States","1867 , Reading , Massachusetts"
404,Fertility Institute of New Jersey and New York,Oradell,New Jersey,7649,United States,40.9543943,-74.0308504,"Oradell, Bergen County, New Jersey, 07649, United States","7649 , Oradell , New Jersey"
405,Fertility Institute of New Orleans - Metairie,Metairie,Louisiana,70001,United States,29.98529615646209,-90.16856133862672,"Metairie, Jefferson Parish, Louisiana, 70001, United States","70001 , Metairie , Louisiana"
406,Fertility Institute of New Orleans APC,Baton Rouge,Louisiana,70809,United States,30.4018559682266,-91.07588163916256,"Inniswold, East Baton Rouge Parish, Louisiana, 70809, United States","70809 , Baton Rouge , Louisiana"
407,"Fertility Institute of San Diego, PC",La Jolla,California,92037,United States,32.8474741,-117.271941,"Banc of California, 7877, Ivanhoe Avenue, Village of La Jolla, La Jolla, San Diego, San Diego County, California, 92037, United States","92037 , La Jolla , California"
408,Fertility Lab Sciences of Orange County,Newport Beach,California,92660,United States,33.63216492475682,-117.87771778237632,"Newport Beach, Orange County, California, 92660, United States","92660 , Newport Beach , California"
409,"Fertility Laboratories of Colorado, LLC",Lone Tree,Colorado,80124,United States,39.54758138761905,-104.88359426666666,"Lone Tree, Douglas County, Colorado, 80124, United States","80124 , Lone Tree , Colorado"
410,Fertility Labs of Wisconsin,Middleton,Wisconsin,53562,United States,43.10411356980057,-89.50676742635328,"Middleton, Dane County, Wisconsin, 53562, United States","53562 , Middleton , Wisconsin"
411,"Fertility Solutions, PC",Dedham,Massachusetts,2026,United States,42.2489143,-71.1755732,"Dedham, Norfolk County, Massachusetts, United States","2026 , Dedham , Massachusetts"
412,Fertility Specialist of San Antonio,San Antonio,Texas,78258,United States,29.646793318429488,-98.48270977676282,"San Antonio, Bexar County, Texas, 78258, United States","78258 , San Antonio , Texas"
413,"Fertility Storage, Inc.",Warren,Michigan,48092,United States,42.51324151401515,-83.06088033636364,"Warren, Macomb County, Michigan, 48092, United States","48092 , Warren , Michigan"
414,Fertility Treatment Center,Tempe,Arizona,85284,United States,33.3405981566787,-111.94062612057762,"Tempe, Maricopa County, Arizona, 85284, United States","85284 , Tempe , Arizona"
415,Fertility Unlimited Inc.,Akron,Ohio,44304,United States,41.0791925575,-81.5087455625,"Akron, Summit County, Ohio, 44304, United States","44304 , Akron , Ohio"
416,Fertility Wellness Institute of Ohio,West Chester,Ohio,45069,United States,39.352608745837614,-84.41586634157245,"West Chester Township, Butler County, Ohio, 45069, United States","45069 , West Chester , Ohio"
417,Fertility and Advanced Reproductive Medicine at UTSW,Dallas,Texas,75235,United States,32.828868722202486,-96.84895223801064,"Dallas, Dallas County, Texas, 75235, United States","75235 , Dallas , Texas"
418,Fertility and IVF Center of Miami Inc,Miami,Florida,33176,United States,25.656158809040768,-80.36191435602485,"Kendall, Miami-Dade County, Florida, 33176, United States","33176 , Miami , Florida"
419,"First Choice Prosthetic, Corp",Ponce,Puerto Rico,716,United States,18.4097444,-66.0534648,"716, Avenida Juan Ponce de León, Blondet, Hato Rey Sur, San Juan, Puerto Rico, 00931, United States","716 , Ponce , Puerto Rico"
420,Fisher BioServices,Rockville,Maryland,20850,United States,39.091220046581874,-77.17062372615263,"Rockville, Montgomery County, Maryland, 20850, United States","20850 , Rockville , Maryland"
421,"Florida Fertility Institute, P.A.",Clearwater,Florida,33759,United States,27.975532,-82.7549780946502,"Florida Gas Transmission, Clearwater, Pinellas County, Florida, United States","33759 , Clearwater , Florida"
422,Florida Hospital Cancer Institute for Cellular Therapy Lab,Orlando,Florida,32804,United States,28.5716466195122,-81.38436181219512,"Orlando, Orange County, Florida, 32804, United States","32804 , Orlando , Florida"
423,Florida Institute for Reproductive Medicine,Jacksonville,Florida,32207,United States,30.29610806584867,-81.65225534478527,"Jacksonville, Duval County, Florida, 32207, United States","32207 , Jacksonville , Florida"
424,Florida Institute for Reproductive Sciences and Technologies,Weston,Florida,33326,United States,26.1129437059376,-80.38263356707058,"Weston, Broward County, Florida, 33326, United States","33326 , Weston , Florida"
425,"Florida Lions Eye Bank, Inc.",Miami,Florida,33136,United States,25.787314178627003,-80.20404218192219,"Miami, Miami-Dade County, Florida, 33136, United States","33136 , Miami , Florida"
426,Focus Surgical Inc,Brisbane,California,94005,United States,37.68627821851852,-122.40348412592591,"Brisbane, San Mateo County, California, 94005, United States","94005 , Brisbane , California"
427,"Folsom Metal Products, Inc.",Pelham,Alabama,35124,United States,33.3175071986456,-86.79340498013543,"Pelham, Shelby County, Alabama, 35124, United States","35124 , Pelham , Alabama"
428,Fones Marketing Management,Orlando,Florida,32804,United States,28.5716466195122,-81.38436181219512,"Orlando, Orange County, Florida, 32804, United States","32804 , Orlando , Florida"
429,Forest Ambulatory Surgical Associates LLC,San Jose,California,95128,United States,37.315744436912695,-121.9375273549018,"San Jose, Santa Clara County, California, 95128, United States","95128 , San Jose , California"
430,Fort Worth Fertility P.A.,Fort Worth,Texas,76104,United States,32.729904709205776,-97.32030240577618,"Fort Worth, Tarrant County, Texas, 76104, United States","76104 , Fort Worth , Texas"
431,Fortis Surgical LLC,Glen Allen,Virginia,23060,United States,37.6659781,-77.506374,"Glen Allen, Henrico County, Virginia, United States","23060 , Glen Allen , Virginia"
432,"Fortus Medical, Inc",Minneapolis,Minnesota,55415,United States,44.97594155841584,-93.26015967920792,"Minneapolis, Hennepin County, Minnesota, 55415, United States","55415 , Minneapolis , Minnesota"
433,"Foundation Fusion Solutions, LLC",Tulsa,Oklahoma,74137,United States,36.03411796072586,-95.93741055975372,"Tulsa, Tulsa County, Oklahoma, 74137, United States","74137 , Tulsa , Oklahoma"
434,Franciscan  Health  Indianapolis,Indianapolis,Indiana,46237,United States,39.68062462243238,-86.07398345241228,"Indianapolis, Marion County, Indiana, 46237, United States","46237 , Indianapolis , Indiana"
435,Froedtert Hospital Reproductive Medicine Center,Menomonee Falls,Wisconsin,53051,United States,43.15227460430248,-88.11129442529335,"Menomonee Falls, Waukesha County, Wisconsin, 53051, United States","53051 , Menomonee Falls , Wisconsin"
436,Froncare Inc,Bayside,New York,11361,United States,40.76639995,-73.7738780089654,"212-15 38th Avenue, Bayside, New York, 11361, 212-15, 38th Avenue, Bayside, Queens, City of New York, New York, 11361, United States","11361 , Bayside , New York"
437,"Fusio Medical Devices, LLC",Birmingham,Alabama,35243,United States,33.48629325,-86.78168366983525,"Alabama Wilds, Birmingham, Jefferson County, Alabama, United States","35243 , Birmingham , Alabama"
438,"Fusion Innovations, LLC",Lake Mary,Florida,32746,United States,28.76679177783252,-81.35391190837439,"Lake Mary, Seminole County, Florida, 32746, United States","32746 , Lake Mary , Florida"
439,Fuzion Medical,Torrance,California,90501,United States,33.8231547945581,-118.31904689987726,"Torrance, Los Angeles County, California, 90501, United States","90501 , Torrance , California"
440,Fziomed Inc,San Luis Obispo,California,93401,United States,35.25730307617801,-120.647199443089,"San Luis Obispo, San Luis Obispo County, California, 93401, United States","93401 , San Luis Obispo , California"
441,"GENES Fertility Institute, Inc.",San Juan,Puerto Rico,918,United States,-26.7982582,-55.0228553,"San Juan, Citrex, Puerto Rico, Municipio de Puerto Rico, Departamento Libertador General San Martín, Misiones, 3331, Argentina","918 , San Juan , Puerto Rico"
442,GLOBAL FERTILITY & GENETICS,New York,New York,10022,United States,40.7127281,-74.0060152,"City of New York, New York, United States","10022 , New York , New York"
443,GREFI,Ponce,Puerto Rico,780,United States,18.455355245454545,-66.08199226363637,"780, Avenida Juan Ponce de León (PR-25), Alto del Cabro, Santurce, San Juan, Puerto Rico, 00907, United States","780 , Ponce , Puerto Rico"
444,Gago Center for Fertility/Gago IVF,Brighton,Michigan,48114,United States,42.559425018769225,-83.75895890753846,"Brighton Township, Livingston County, Michigan, 48114, United States","48114 , Brighton , Michigan"
445,"Gallant Medical, LLC.",Holladay,Utah,84117,United States,40.6710765,-111.8250278,"Holladay, Salt Lake County, Utah, 84124, United States","84117 , Holladay , Utah"
446,Garcia Laboratories LLC,Albuquerque,New Mexico,87110,United States,35.21287095,-106.71324849574629,"Joe M. Lucero Hillside, Albuquerque, Bernalillo County, New Mexico, United States","87110 , Albuquerque , New Mexico"
447,Geisinger Medical Center Blood Bank,Danville,Pennsylvania,17822,United States,40.9664806,-76.6131474,"Danville, Montour County, Pennsylvania, United States","17822 , Danville , Pennsylvania"
448,Gemini Mountain Medical LLC,Englewood,Colorado,80112,United States,39.541827,-104.84612446579108,"Douglas County Soccer Association / REAL Colorado, Englewood, Douglas County, Colorado, 80112, United States","80112 , Englewood , Colorado"
449,Gen5 Fertility Center,San Diego,California,92121,United States,32.900813062685096,-117.19246019723596,"San Diego, San Diego County, California, 92121, United States","92121 , San Diego , California"
450,GenCure,Weslaco,Texas,78596,United States,26.15885871563126,-97.9883419004008,"Weslaco, Hidalgo County, Texas, 78596, United States","78596 , Weslaco , Texas"
451,Gencure (The Texas Cord Blood Bank),San Antonio,Texas,78201,United States,29.46533808780488,-98.52518571788616,"San Antonio, Bexar County, Texas, 78201, United States","78201 , San Antonio , Texas"
452,General Orthopedics Inc,San Antonio,Texas,78216,United States,29.541636225,-98.49767410917086,"San Antonio, Bexar County, Texas, 78216, United States","78216 , San Antonio , Texas"
453,"Generations Fertility Care, Inc.",Middleton,Wisconsin,53562,United States,43.10411356980057,-89.50676742635328,"Middleton, Dane County, Wisconsin, 53562, United States","53562 , Middleton , Wisconsin"
454,Genesis Biologics Inc,Irvine,California,92606,United States,33.700546398900855,-117.802475449989,"Irvine, Orange County, California, 92606, United States","92606 , Irvine , California"
455,Genesis Fertility/Brooklyn Ivf/ Maimonides Medical Center,Brooklyn,New York,11204,United States,40.61878857263478,-73.98592123296154,"Kings County, City of New York, New York, 11204, United States","11204 , Brooklyn , New York"
456,"Genesys Orthopedics Systems, LLC",West Lake Hills,Texas,78746,United States,30.298938284264302,-97.80703282230928,"West Lake Hills, Travis County, Texas, 78746, United States","78746 , West Lake Hills , Texas"
457,Genetech Inc,San Diego,California,92109,United States,32.79747077933124,-117.2434010991884,"San Diego, San Diego County, California, 92109, United States","92109 , San Diego , California"
